id,object_file,wind_speed,rotate_angle,num_iterations,resolution,drag_coefficient,moment_coefficient,lift_coefficient,front_lift_coefficient,rear_lift_coefficient,input_mesh_path,openfoam_mesh_path,pressure_field_mesh_path,streamlines_mesh_path
121b4rbb13g53xygxew5cvctf,object_253.obj,47,0,300,5,0.7998761,0.2051876,0.6252309,0.1236614,-0.08609489,data/train/0kivcdq8qqft4g1cf9enx4ho7/input_mesh.obj,data/train/03w8opiecsjq228mbsmfbt45w/openfoam_mesh.obj,data/train/0bs6dzwuwnv3ui3q99c07kzj7/pressure_field_mesh.vtk,data/train/0ho6n3pbiig4gb03wofhk9eum/streamlines_mesh.ply
0yitjen7t3pqa2b21wprmkefw,object_149.obj,37,5,300,5,0.3433988,0.1282852,-0.04417028,-0.05238369,0.0370445,data/train/00yhcrnng8skrdmub1nevhk59/input_mesh.obj,data/train/0952iocbfmt1bnywxanz1opgd/openfoam_mesh.obj,data/train/03d1aks0mwj14behyoi9hmr2n/pressure_field_mesh.vtk,data/train/0jgxaeq53b72znvkjdrxf8j0c/streamlines_mesh.ply
0kpw3v22wv68bsnigscibc61d,object_141.obj,40,202,300,5,0.9460699,0.01496007,0.3118072,0.2972865,-0.193237,data/train/0nx7imr1i6h323cqd8x1wkqo2/input_mesh.obj,data/train/04gk39zqzb7ib4qj73zxrxniz/openfoam_mesh.obj,data/train/07xant3m9qwoq42wgq7z4c7zv/pressure_field_mesh.vtk,data/train/09pf55k9zwsg7jihqndhinxc2/streamlines_mesh.ply
1381gj6fuqqfm9f4tip0izb8b,object_536.obj,13,9,300,5,0.7042916,0.01451826,0.5826508,0.02820385,-0.01917854,data/train/071e5a79zpq4m4vtmgm6ajjjt/input_mesh.obj,data/train/0d4wgi7xownpzgtjdpr8bxrih/openfoam_mesh.obj,data/train/08ehssyh57528az0eyupu8dv1/pressure_field_mesh.vtk,data/train/0cdbznr1q8tv24s7i30r9md2p/streamlines_mesh.ply
08wf8hkzu04hbc63ichboy27c,object_601.obj,17,18,300,5,0.2912249,-0.03844619,-0.4119105,0.07372472,-0.1872079,data/train/03pm6jjfn3rj1p99wy5x0wsv6/input_mesh.obj,data/train/02dry10a4tdugfkvz7vsbvtiu/openfoam_mesh.obj,data/train/0g3zyjdnhb85s4eig1j0yt5d2/pressure_field_mesh.vtk,data/train/121h16z0katia52jg0nr56497/streamlines_mesh.ply
0fvjojfdpswgyzgpaooatk4r9,object_216.obj,49,261,300,5,0.5902765,0.1499032,0.09370905,-0.2643296,-0.1816824,data/train/0ey2e13qimvdrh7j0yeihkqpw/input_mesh.obj,data/train/0y857gb6oicmu9nedhjzr8vdt/openfoam_mesh.obj,data/train/0s80gxeri1fczf9bbrt24aw0e/pressure_field_mesh.vtk,data/train/003vurw8i737jtq78sf9nem5i/streamlines_mesh.ply
0kgfkp5dm85vk51cccie6w0u9,object_571.obj,47,180,300,5,0.845212,0.1760601,-0.1073227,0.3262342,-0.1953766,data/train/13qisax22cka003h11ks8goq1/input_mesh.obj,data/train/0c8z1qz1ep0vdnnhqrpvh89dq/openfoam_mesh.obj,data/train/0hke7vebi3gmv0b7wofcooofz/pressure_field_mesh.vtk,data/train/08db95fpy96x9ib78fb7tfwc5/streamlines_mesh.ply
05bpmqew25xj8sr1idyu3t6u3,object_404.obj,23,0,300,5,0.3724305,0.2528951,-0.1413024,0.7731702,-0.1153329,data/train/02dry10a4tdugfkvz7vsbvtiu/input_mesh.obj,data/train/0zk7gy5qzttjz6hwust2tfvvw/openfoam_mesh.obj,data/train/01bjoyt7306iudiyyz7ho46th/pressure_field_mesh.vtk,data/train/0tjqb3om3nnv2qxp45vxpb4oe/streamlines_mesh.ply
03w8opiecsjq228mbsmfbt45w,object_428.obj,45,0,300,5,0.7833166,0.2452727,0.2687497,0.9214454,-0.123684,data/train/0fshitsuapgc1rco8ych5v724/input_mesh.obj,data/train/0rg59w9pde42a56c25ysued89/openfoam_mesh.obj,data/train/0ob1a4xmgbqn5gc65fabpkep7/pressure_field_mesh.vtk,data/train/0sq2s1jw6rs0cz8uefiqmer9n/streamlines_mesh.ply
11b8z5nkcp4f6rqw8hqxyaopk,object_142.obj,45,315,300,5,1.366491,0.2711291,1.088315,-0.01994607,-0.2444768,data/train/006p0rpnfm058sq1jpnyhyf8v/input_mesh.obj,data/train/09aj3v6kdq4vo8429i39h2i89/openfoam_mesh.obj,data/train/0a19g2kmjfxa2x9ypz06vcft6/pressure_field_mesh.vtk,data/train/09aj3v6kdq4vo8429i39h2i89/streamlines_mesh.ply
0opsh0ivr4v6xasun93hyi222,object_421.obj,34,180,300,5,0.2247718,0.2395127,0.5364615,-0.008221004,-0.2897498,data/train/0gpfqfd8t0nzry5go9bhsneud/input_mesh.obj,data/train/0hfzqkaj291ehjjj0b2vmohv0/openfoam_mesh.obj,data/train/0hufds80r0dqertjj2ve79vgm/pressure_field_mesh.vtk,data/train/0p2r0zn1e5fm11a6a1pfyrcpi/streamlines_mesh.ply
13cz7b81cwnkdgbcsc41eu086,object_241.obj,39,147,300,5,0.2302006,0.0222938,-0.03945256,0.1339471,-0.07002727,data/train/0fvjojfdpswgyzgpaooatk4r9/input_mesh.obj,data/train/0ya6wjj9k0m1cyjvowkgmxz6u/openfoam_mesh.obj,data/train/0bnnm68bfi7icdg7theixvm74/pressure_field_mesh.vtk,data/train/0h6utkzn2vvrxtkpe4ikydfo3/streamlines_mesh.ply
08s5og536pmrmjwo67zasypkr,object_33.obj,18,265,300,5,0.3020716,0.1158938,0.327584,-0.1757405,-0.05617975,data/train/0531v1mrc3kf0mj4cyvayi8jh/input_mesh.obj,data/train/0td67ynk63m2kqdr71e4b248e/openfoam_mesh.obj,data/train/0ibcdigrarje5icb8dqsckird/pressure_field_mesh.vtk,data/train/0gp13ecyap3hz5bf9k8vo19n5/streamlines_mesh.ply
0edsy9bzsjnxb5zvtc90bsdmu,object_512.obj,16,0,300,5,0.3922492,0.3778142,0.1267331,-0.0349095,-0.5920894,data/train/0kicvmyvhmir0nmjrqbgxykyg/input_mesh.obj,data/train/0u9mv5o0p4o65x2ur6e0k3ia0/openfoam_mesh.obj,data/train/091vq2b3zryethiw37xfa5d5e/pressure_field_mesh.vtk,data/train/0offd0ym56gthg185m23bakob/streamlines_mesh.ply
033v7wresvvqe65sszks699wj,object_553.obj,20,0,300,5,0.9491144,-0.1291596,0.3797564,0.2154959,-0.03912728,data/train/0sh0rbppgrk2btef4zkwmeywu/input_mesh.obj,data/train/0vfs2ryhyhemf53sjus7gqggh/openfoam_mesh.obj,data/train/136qd706ar4wy4ejhiz5uv3cm/pressure_field_mesh.vtk,data/train/0nj7drzqw4mcq1uhn9rime9xp/streamlines_mesh.ply
0vbq9ychagz3jo0jcb028bsfe,object_262.obj,10,98,300,5,0.7872695,0.482502,-0.03466698,-0.1369293,0.09258153,data/train/0td67ynk63m2kqdr71e4b248e/input_mesh.obj,data/train/10mxs2e4s02vp48u45wwnrq0m/openfoam_mesh.obj,data/train/0gpfqfd8t0nzry5go9bhsneud/pressure_field_mesh.vtk,data/train/1302u7gtqtjv8xd3wdamecxh9/streamlines_mesh.ply
08yf7j6629f0s528aqdzf2k4p,object_267.obj,17,207,300,5,0.9636848,0.1512518,0.2040316,0.3788646,-0.1474423,data/train/0j844vi0o06i7p6z850zqj4rt/input_mesh.obj,data/train/0iqot71rp24xnesbpem0zygxr/openfoam_mesh.obj,data/train/11evzt82x33ed750pqv15cjct/pressure_field_mesh.vtk,data/train/0fig1iaanmucvxfqsg8u8x7e1/streamlines_mesh.ply
01rpr9bmagsva90swicsz6fhm,object_291.obj,41,151,300,5,0.7274675,0.4951485,0.809486,1.066077,-0.06597069,data/train/0edsy9bzsjnxb5zvtc90bsdmu/input_mesh.obj,data/train/00gerc5pxp4wwzm5s6y688pwn/openfoam_mesh.obj,data/train/0nvji0j78g5u31uwxk7cqi2dx/pressure_field_mesh.vtk,data/train/01b6vq5muyezfhw1tcaj4bjeh/streamlines_mesh.ply
12j5a3rpjhbgzwh909kzhn3mf,object_472.obj,13,199,300,5,0.4269143,0.0436631,0.02106136,-0.04924337,-0.2430657,data/train/0heodh7ygf2jqqopwczccddsj/input_mesh.obj,data/train/0c6vdb58194ph6mrzihxvxyxe/openfoam_mesh.obj,data/train/0nmfohsw46edm36kn9fiakhua/pressure_field_mesh.vtk,data/train/0hc9bh3spj5ko98b16s0o30pq/streamlines_mesh.ply
0ch8fk6ni7hr1mvv7rx1k08ac,object_87.obj,24,25,300,5,0.335205,0.3897516,-0.08599805,0.07168436,-0.07932671,data/train/0e6s4ike5f9nyjpqiprvqdb55/input_mesh.obj,data/train/08oyw44xh3zuvr0hjiipiwgnu/openfoam_mesh.obj,data/train/0m4um4jjnznwiuy8ng1ou4ema/pressure_field_mesh.vtk,data/train/0jpwq33ytsyw1ebk5ddu8yaik/streamlines_mesh.ply
0nty3j9irdk8o9epdi5iointy,object_447.obj,12,33,300,5,0.4144648,0.01332375,-0.1523178,0.9716374,0.03054324,data/train/0nmyv3vvsxi1mhxutsd5u5f7k/input_mesh.obj,data/train/0rjr18hiavp3rpdf4in99yzh7/openfoam_mesh.obj,data/train/0hc9bh3spj5ko98b16s0o30pq/pressure_field_mesh.vtk,data/train/04365r285pnw5242e3vdit74m/streamlines_mesh.ply
0d4z07025eaekfogdmd5v89j0,object_599.obj,25,0,300,5,0.4405464,0.1411172,-0.1624863,0.04188886,-0.07577655,data/train/03qzkzufemgo0jp20cy367uti/input_mesh.obj,data/train/0a12rc8z3nsqia0htb5zpbz3j/openfoam_mesh.obj,data/train/09nycyt89mrf0mshxmty5su1a/pressure_field_mesh.vtk,data/train/0ngz2ekqcgpyv0ze8pqk992eq/streamlines_mesh.ply
02oe3igee6ipso62353patyh8,object_366.obj,38,180,300,5,0.3445815,0.4650743,0.6475468,-0.0602546,-0.1612705,data/train/1233r7hjho6st2kvnpc5dpcn5/input_mesh.obj,data/train/0tv48jb5w1nu5k0hyuaajoi6r/openfoam_mesh.obj,data/train/04q5q4xwhfc8vjob21guauxev/pressure_field_mesh.vtk,data/train/0e6s4ike5f9nyjpqiprvqdb55/streamlines_mesh.ply
033ms5q11fecnt1q842w4a111,object_363.obj,27,0,300,5,0.3251863,0.2501982,0.2889574,1.309169,-0.2354588,data/train/113qmcxjfxjq6y5d69vh65u1a/input_mesh.obj,data/train/023d2dxk995cwy5wcg3g41663/openfoam_mesh.obj,data/train/1247b44txyrcfx3sv2b4uaz1y/pressure_field_mesh.vtk,data/train/03pm6jjfn3rj1p99wy5x0wsv6/streamlines_mesh.ply
12mow5y273fset4163zzq7tjg,object_548.obj,16,189,300,5,0.7479512,0.0625348,-0.04112671,0.6119517,-0.3680544,data/train/12rsnmov1ybomp26nh9nknt58/input_mesh.obj,data/train/09hiqnpecxdp678c7br47aksk/openfoam_mesh.obj,data/train/0ho6n3pbiig4gb03wofhk9eum/pressure_field_mesh.vtk,data/train/04gk39zqzb7ib4qj73zxrxniz/streamlines_mesh.ply
0c74iu3riz1iaettdup0e2jc0,object_382.obj,35,208,300,5,0.3576864,0.0637738,-0.03649614,0.58744,-0.06563291,data/train/0kuejpa6r4u2aw2o4tqn9q96a/input_mesh.obj,data/train/0omyxiey4wu5rkqaky212445j/openfoam_mesh.obj,data/train/04c8yx8o5s7iy7afxwdpsfrga/pressure_field_mesh.vtk,data/train/0w9tgj3o9h1607m39kqdg4zq3/streamlines_mesh.ply
10j54yj53nb7rpoa88248upmj,object_367.obj,41,0,300,5,0.6174434,0.1595696,0.6474695,0.04986743,-0.1068596,data/train/121h16z0katia52jg0nr56497/input_mesh.obj,data/train/11vjey9ed67uyhihbcwnjcu1x/openfoam_mesh.obj,data/train/0jgxaeq53b72znvkjdrxf8j0c/pressure_field_mesh.vtk,data/train/029xr65ctz9c822hm4snurbsz/streamlines_mesh.ply
0jsmu69xfdakqjbv47ducurg2,object_479.obj,11,180,300,5,0.3443249,0.3874614,0.347208,0.3833086,-0.2259166,data/train/01qdr6n5xyjtefrmpcsq19ctz/input_mesh.obj,data/train/07qgtvpmvez8x0matr3ycoheg/openfoam_mesh.obj,data/train/020tujq10fpihk0yrej1faut2/pressure_field_mesh.vtk,data/train/0zg2gwh0vz64rtorqgdrg5c9n/streamlines_mesh.ply
0vs6c7h2mnad7kzm09cf0d6wd,object_371.obj,33,0,300,5,0.2597452,0.02910629,0.5407092,-0.2070157,-0.325924,data/train/0akkpqgoz96mmgv0iqa8vvr5d/input_mesh.obj,data/train/0xpdn715avyfba6h1io5jzy8h/openfoam_mesh.obj,data/train/0vjo7uyit44fcq3oiobik9vmu/pressure_field_mesh.vtk,data/train/0f54awnag5p77xafk6rsuqsc3/streamlines_mesh.ply
0idb2g9wgkdv531q8hdywvzz1,object_363.obj,35,180,300,5,0.355881,0.7846916,0.2119738,0.01380144,-0.2782311,data/train/06uxnnyr0ynnmtg8972nmetu5/input_mesh.obj,data/train/12rsnmov1ybomp26nh9nknt58/openfoam_mesh.obj,data/train/033j86bzshvw737frxhx75sh0/pressure_field_mesh.vtk,data/train/0mbx8sso195sa9j700fhpn0di/streamlines_mesh.ply
06m4f5ev3jkdt02amb2f4kt51,object_265.obj,25,114,300,5,0.4471193,0.02465977,0.6019623,-0.08525416,0.03273302,data/train/13ffgkz5n9dts9mr7n1e3y9oz/input_mesh.obj,data/train/0d0qpf1h23tq5cj2tj6ujuhdr/openfoam_mesh.obj,data/train/0yitjen7t3pqa2b21wprmkefw/pressure_field_mesh.vtk,data/train/03fhjqhrmf5ek4n5heuf5if7k/streamlines_mesh.ply
0sh0rbppgrk2btef4zkwmeywu,object_160.obj,25,180,300,5,0.3405711,0.1375189,-0.209127,0.2094902,-0.4480667,data/train/0k7eenzpirgnxn3ngutev72ds/input_mesh.obj,data/train/03d1aks0mwj14behyoi9hmr2n/openfoam_mesh.obj,data/train/002zrdgy063ngyckt61xktp0v/pressure_field_mesh.vtk,data/train/0sseayg8k8frv7mwwtr0wmpbm/streamlines_mesh.ply
0akkpqgoz96mmgv0iqa8vvr5d,object_299.obj,11,0,300,5,0.2972589,-0.07030401,0.3504581,0.2256646,-0.2877932,data/train/0cfz77d9wxh8h9v8if99aidy4/input_mesh.obj,data/train/05ipy23btv00a070oq4fi5399/openfoam_mesh.obj,data/train/0ojkr55avsw0k7q0jhou2ggw5/pressure_field_mesh.vtk,data/train/0e6hhz2rign084cuh7sunn146/streamlines_mesh.ply
00d78shnamup02ihjqjmbsger,object_290.obj,31,180,300,5,0.3515689,0.1811737,-0.1738471,0.362335,-0.1548132,data/train/0miu94oxrt9269kgynmt3dpaj/input_mesh.obj,data/train/0qnk517sbfpwwa4giopm8f443/openfoam_mesh.obj,data/train/0vjq8fxwqgszj6j1yvt6zf0mv/pressure_field_mesh.vtk,data/train/13cz7b81cwnkdgbcsc41eu086/streamlines_mesh.ply
0sfryruatwhijzi6zifadzcp2,object_381.obj,40,180,300,5,0.6552295,0.4933304,-0.02898096,0.335217,-0.04660832,data/train/0wr65p0ykx3tvp9xequ4u0qnn/input_mesh.obj,data/train/0s8isznoa51c4xrdyoqs49w48/openfoam_mesh.obj,data/train/0mywao0u0espp6rzz067qwg2b/pressure_field_mesh.vtk,data/train/140a0r7kydzzmh79048cynwty/streamlines_mesh.ply
08urii5mhuze53spn7rw7q3zh,object_222.obj,28,218,300,5,0.6496645,-0.08917767,0.2350729,0.1585681,0.02519465,data/train/08wr7qsjj7n19rq7b2tsmw3af/input_mesh.obj,data/train/0oyds51r43mvg4wvqpzih0i7r/openfoam_mesh.obj,data/train/0ufv8eg7nmcpxsbr1mwj867jv/pressure_field_mesh.vtk,data/train/0fcbytoib1k7g2f3a1j8u1chf/streamlines_mesh.ply
0a12rc8z3nsqia0htb5zpbz3j,object_98.obj,41,289,300,5,0.406079,0.06706618,0.1889146,0.7623111,-0.175301,data/train/0113zjk28a34djcdufae3ebcw/input_mesh.obj,data/train/0fkuqxb729e4jcwynw1pigytk/openfoam_mesh.obj,data/train/0wqxo44jad8v2syym1juby1ns/pressure_field_mesh.vtk,data/train/0gjfgkrviypg5pu8ajtsmja0n/streamlines_mesh.ply
0gfh0hw2bbi2tkkqed1iicmo8,object_594.obj,26,62,300,5,0.9200985,0.03595494,0.6732499,0.866781,-0.1192091,data/train/0qhbn2ngob1krgai4w04tbcmf/input_mesh.obj,data/train/0bs6dzwuwnv3ui3q99c07kzj7/openfoam_mesh.obj,data/train/00tja7r22zueu09t127texxy2/pressure_field_mesh.vtk,data/train/02dry10a4tdugfkvz7vsbvtiu/streamlines_mesh.ply
10q6j6dw8rxwi4dn183pgmhbb,object_546.obj,11,130,300,5,0.3481706,0.0377704,0.4024105,-0.2003203,-0.142993,data/train/13p7eakpbtcavhmiqtsvrz2z1/input_mesh.obj,data/train/10j54yj53nb7rpoa88248upmj/openfoam_mesh.obj,data/train/0iqot71rp24xnesbpem0zygxr/pressure_field_mesh.vtk,data/train/0jsmu69xfdakqjbv47ducurg2/streamlines_mesh.ply
121h16z0katia52jg0nr56497,object_58.obj,10,180,300,5,0.6546346,0.3323539,0.203766,0.2259956,-0.1726026,data/train/04365r285pnw5242e3vdit74m/input_mesh.obj,data/train/0wr65p0ykx3tvp9xequ4u0qnn/openfoam_mesh.obj,data/train/0eu1f55fcr73b925g6q94ggi6/pressure_field_mesh.vtk,data/train/0byxyydapa17jv161ayeqp06u/streamlines_mesh.ply
0mywao0u0espp6rzz067qwg2b,object_162.obj,35,0,300,5,0.6206882,0.8192239,0.4091533,-0.1853005,0.04347333,data/train/0agdbme39o8ywu6fsuk87ngsh/input_mesh.obj,data/train/12p1a2o3np1ghskns1ndhec20/openfoam_mesh.obj,data/train/02ei5bv88w41un421gquo38up/pressure_field_mesh.vtk,data/train/0jo329gx5nuyhnef67rsen3s8/streamlines_mesh.ply
04ksirrvycwc6tv9autajud6i,object_556.obj,49,314,300,5,0.5143543,0.5897517,0.09889596,0.3100584,-0.2075455,data/train/0e4x4zs796gt2sdjxxen14cfj/input_mesh.obj,data/train/0a3k5utm8khi6ouxnir59cuo5/openfoam_mesh.obj,data/train/08yf7j6629f0s528aqdzf2k4p/pressure_field_mesh.vtk,data/train/0t2wep52onxdmkritspfq4rq4/streamlines_mesh.ply
0cnzfs7g0huk5eigij5h6mfui,object_33.obj,42,180,300,5,0.2990831,-0.01738626,0.3900757,0.2641603,-0.3028532,data/train/001sq58wv1ix3uj9od36ctsng/input_mesh.obj,data/train/0jxk9q9kba32t4mdbe07fye55/openfoam_mesh.obj,data/train/0ssw1wx5pbjtokf9a9rim2kik/pressure_field_mesh.vtk,data/train/0vfs2ryhyhemf53sjus7gqggh/streamlines_mesh.ply
0dzdfjsfiyiyi7x2u7fjvhaog,object_321.obj,30,180,300,5,0.7944091,0.3528888,0.2332855,0.2823451,0.01056191,data/train/0nty3j9irdk8o9epdi5iointy/input_mesh.obj,data/train/0txbp8uzbsekb5t5zw0x0pyh1/openfoam_mesh.obj,data/train/02evr3e2marhia7k1s7h6j59m/pressure_field_mesh.vtk,data/train/0w9f5hs10ctkw085zhubphbak/streamlines_mesh.ply
04bhhdbziju3jt21hnc3o4a57,object_425.obj,32,115,300,5,0.8532036,0.1789448,0.2874524,0.3809309,-0.1850859,data/train/08yf7j6629f0s528aqdzf2k4p/input_mesh.obj,data/train/06shavwa2v3spxys0r0mcn9vh/openfoam_mesh.obj,data/train/0k25aht1fpbs80jrda8qphize/pressure_field_mesh.vtk,data/train/0gf3hyexktnst23g9zs2j0ad9/streamlines_mesh.ply
00gerc5pxp4wwzm5s6y688pwn,object_457.obj,34,225,300,5,1.147236,0.2167511,0.7483325,0.3393888,-0.2302192,data/train/0eo5o39m41ovmkd0n2mfds74k/input_mesh.obj,data/train/0vdge9hs95uxkjsfnanqhyi9m/openfoam_mesh.obj,data/train/0kicvmyvhmir0nmjrqbgxykyg/pressure_field_mesh.vtk,data/train/0f4jmfxpt0v3s3810omqomdmq/streamlines_mesh.ply
0qnk517sbfpwwa4giopm8f443,object_239.obj,31,263,300,5,0.8010773,0.3961595,-0.1114765,0.1657191,0.04174608,data/train/12j5a3rpjhbgzwh909kzhn3mf/input_mesh.obj,data/train/0oc35aosxs44h30jae41ghntw/openfoam_mesh.obj,data/train/0fj3jmtujs26seodyfcpue29h/pressure_field_mesh.vtk,data/train/02u6979src99j9hkdwwa17vgj/streamlines_mesh.ply
0brb2h4g1raquo7br0jyr992s,object_82.obj,36,145,300,5,0.6845571,0.3061341,0.05939144,0.5394775,-0.1594437,data/train/091vq2b3zryethiw37xfa5d5e/input_mesh.obj,data/train/08axumrudzjhvnm77mrngg7ix/openfoam_mesh.obj,data/train/0g8vk90jxxhgamc6aqtk5w8i1/pressure_field_mesh.vtk,data/train/0rfs8d7sg39u9i5fp31to5d2k/streamlines_mesh.ply
0t2wep52onxdmkritspfq4rq4,object_263.obj,41,287,300,5,0.3930018,0.07405192,0.3981522,0.1594725,-0.1132592,data/train/060i0ctsr5j5o2180d8bgabhu/input_mesh.obj,data/train/0vn40ebq1f8pyn7jp2b7u8q99/openfoam_mesh.obj,data/train/049ui3pxjzmx60asb8zyxtgs3/pressure_field_mesh.vtk,data/train/0xpizn6ey9b2zye3u3kaprrdp/streamlines_mesh.ply
0miu94oxrt9269kgynmt3dpaj,object_179.obj,24,71,300,5,0.8274736,0.1838324,-0.1866039,0.3758323,-0.06677739,data/train/0qbqfv74efs2zcjgjdqqiebxo/input_mesh.obj,data/train/0ce4u8tgc0xvkx5pwndptt0oi/openfoam_mesh.obj,data/train/0bwdx3qjoguy9do9tr96hbrwq/pressure_field_mesh.vtk,data/train/04q5q4xwhfc8vjob21guauxev/streamlines_mesh.ply
0qb3d9eno29gtpm2z6f3ksbff,object_482.obj,23,0,300,5,1.152647,0.02075263,-0.2777608,1.428369,-0.3904734,data/train/08ehssyh57528az0eyupu8dv1/input_mesh.obj,data/train/11d0z3vb5pbohkrfo6isegctn/openfoam_mesh.obj,data/train/0moc8m0xbiqga5185mk667zqa/pressure_field_mesh.vtk,data/train/0sh0rbppgrk2btef4zkwmeywu/streamlines_mesh.ply
01okgz3bxy8we7h5scdir3jyh,object_227.obj,31,0,300,5,0.7687216,0.3946679,-0.07702999,0.3469795,-0.1789754,data/train/12n14wrxm49twum3foynakojw/input_mesh.obj,data/train/0ojkr55avsw0k7q0jhou2ggw5/openfoam_mesh.obj,data/train/12zmd4mcntb7h8mkuvgn1hsns/pressure_field_mesh.vtk,data/train/0nixq7m1mtcm10eef40xxs5q0/streamlines_mesh.ply
0ya6wjj9k0m1cyjvowkgmxz6u,object_591.obj,23,229,300,5,0.4655595,0.6947608,0.2082007,-0.1677033,-0.01008017,data/train/04gk39zqzb7ib4qj73zxrxniz/input_mesh.obj,data/train/0atdtpsnwvb9fnt75ohju6c5b/openfoam_mesh.obj,data/train/0r2pptuoc50vfpw2x04723upf/pressure_field_mesh.vtk,data/train/0k4jf1ydwbhd1zv5ezexvjjyb/streamlines_mesh.ply
0bnnm68bfi7icdg7theixvm74,object_99.obj,20,101,300,5,0.8966579,-0.1644306,-0.09826132,0.08264626,-0.23337,data/train/0hr802kbu7mtaoickpwujt10v/input_mesh.obj,data/train/01rpr9bmagsva90swicsz6fhm/openfoam_mesh.obj,data/train/0u74uawkyh7ig7t6zhi6xekak/pressure_field_mesh.vtk,data/train/03qzkzufemgo0jp20cy367uti/streamlines_mesh.ply
0xh46dt7rbz7qyqq8ha7gq9dr,object_560.obj,30,219,300,5,0.8923707,0.211187,0.1534476,0.414421,0.007782387,data/train/00ifk9cjq6jx84qgw67p4aprx/input_mesh.obj,data/train/0miu94oxrt9269kgynmt3dpaj/openfoam_mesh.obj,data/train/0fkuqxb729e4jcwynw1pigytk/pressure_field_mesh.vtk,data/train/071e5a79zpq4m4vtmgm6ajjjt/streamlines_mesh.ply
05sik6r52pbfm4b7ntp1sr2pq,object_494.obj,43,0,300,5,0.7369856,0.3013615,0.3518259,0.5452721,-0.1476451,data/train/045kwzywtj3n9p0qv3cd2r83y/input_mesh.obj,data/train/0531v1mrc3kf0mj4cyvayi8jh/openfoam_mesh.obj,data/train/04ksirrvycwc6tv9autajud6i/pressure_field_mesh.vtk,data/train/0ndr5w92k6w56pb4g6r8yxrq1/streamlines_mesh.ply
02i2x2r6jzdxj9tjxboi7vubf,object_179.obj,39,158,300,5,0.2835578,-0.04979392,0.4927379,-0.006377931,-0.0871238,data/train/08urii5mhuze53spn7rw7q3zh/input_mesh.obj,data/train/0ndr5w92k6w56pb4g6r8yxrq1/openfoam_mesh.obj,data/train/0a3k5utm8khi6ouxnir59cuo5/pressure_field_mesh.vtk,data/train/0xb3jxb5c95w4i8sc7jiat876/streamlines_mesh.ply
0dag90ft29zmdxkt2sd4uccvo,object_559.obj,12,0,300,5,0.9852998,0.3988419,-0.03400462,0.04405225,-0.3711561,data/train/0u61divnam9j1ow0vrj5c28ho/input_mesh.obj,data/train/0rwdik5mmehvin70jtkeaxnc1/openfoam_mesh.obj,data/train/12n14wrxm49twum3foynakojw/pressure_field_mesh.vtk,data/train/0prj7ggiaiogtfsi0jehjt7ex/streamlines_mesh.ply
0nx7imr1i6h323cqd8x1wkqo2,object_186.obj,15,194,300,5,0.5324344,0.1719377,0.04434693,1.079092,-0.4074869,data/train/0a12rc8z3nsqia0htb5zpbz3j/input_mesh.obj,data/train/0605xogqn4jikyptgn6h98oga/openfoam_mesh.obj,data/train/0jsmu69xfdakqjbv47ducurg2/pressure_field_mesh.vtk,data/train/139efagc61atd1qvrnm7gnbvm/streamlines_mesh.ply
0mn5fz23emyc5v1ngic3jfunz,object_231.obj,13,129,300,5,0.4379693,-0.1058705,0.6852235,0.4399163,-0.04504232,data/train/0xxezx5o10dmbv6wjveqf0ucg/input_mesh.obj,data/train/0ts7atbpewzkg37ry64kha1tx/openfoam_mesh.obj,data/train/0cyurcyeqvbh5gceu7z3uqhzm/pressure_field_mesh.vtk,data/train/0ce4u8tgc0xvkx5pwndptt0oi/streamlines_mesh.ply
0c6vdb58194ph6mrzihxvxyxe,object_531.obj,48,10,300,5,0.250916,0.1652584,-0.3019535,0.7250643,-0.100371,data/train/0m1bs2sn2d53a7qtmkp6otnaj/input_mesh.obj,data/train/0fcbytoib1k7g2f3a1j8u1chf/openfoam_mesh.obj,data/train/0n4uvk9kk88xzcekjarcvtnw4/pressure_field_mesh.vtk,data/train/0a3k5utm8khi6ouxnir59cuo5/streamlines_mesh.ply
12co2fbnqtbf3djn679m7pwr3,object_247.obj,40,90,300,5,0.683679,0.07822332,-0.1716835,0.4750947,-0.25721,data/train/02hvtjbz1uj2fb7y3ycfp5sth/input_mesh.obj,data/train/0365135m3qmidvoii66kmhc05/openfoam_mesh.obj,data/train/0qnk517sbfpwwa4giopm8f443/pressure_field_mesh.vtk,data/train/0ts7atbpewzkg37ry64kha1tx/streamlines_mesh.ply
090b9jmsui04d2m65phry804f,object_489.obj,13,12,300,5,0.4931794,0.116373,-0.1342575,0.8366644,-0.06163983,data/train/0ya6wjj9k0m1cyjvowkgmxz6u/input_mesh.obj,data/train/0xpizn6ey9b2zye3u3kaprrdp/openfoam_mesh.obj,data/train/0qwp19k0shkjif0okmdqq0m5b/pressure_field_mesh.vtk,data/train/0cfh6trpgbqbebt37h3cfbhgd/streamlines_mesh.ply
009h2i6qin4sheqh5mjzv1c4r,object_564.obj,36,191,300,5,0.7509601,0.2960796,-0.1012163,0.1429414,-0.0786978,data/train/061q4omqt34sm7foqqzqgmouj/input_mesh.obj,data/train/01bjoyt7306iudiyyz7ho46th/openfoam_mesh.obj,data/train/00f3o04wpygdeqk9sx95409df/pressure_field_mesh.vtk,data/train/0g3zyjdnhb85s4eig1j0yt5d2/streamlines_mesh.ply
