model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
DeepMount00/Qwen2-1.5B-Ita,,9e4d1b42ed8e2ebd64929871309cd04b99e3dbaa,bfloat16,12.248,LlamaForCausalLM,Original,FINISHED,2024-09-20 03:28:38,🔶 : 🔶 fine-tuned on domain-specific datasets,14691551,2025-03-02T22:10:14.061393,False,AINovice2005
CultriX/Qwen2.5-14B-Unity,,1356e92fc83a71d8f606eba94261aa8aadcf872f,bfloat16,8.829,Qwen2ForCausalLM,Original,FAILED,2024-06-26 14:33:46,🔶 : 🔶 fine-tuned on domain-specific datasets,14694006,2024-10-24T15:28:36.599000,True,Aashraf995
Dans-DiscountModels/Dans-Instruct-CoreCurriculum-12b-ChatML,,e9c2a4197001bf188e4bc7d49873ea84f01e27c6,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2024-12-29 04:01:26,🔶 : 🔶 fine-tuned on domain-specific datasets,7816539,2025-03-03T09:17:00.950692,True,
Azure99/Blossom-V6-7B,,08b69cfa4240e2009c80ad304f000b491d1b8c38,bfloat16,12.248,Qwen2ForCausalLM,Original,FINISHED,2024-09-14 04:37:52,merge,8884947,2025-03-07T07:15:00.043777,False,
DataPilot/SKYCAVE-R1-32B-v0.1,,421d58121bdb191662238e224ee55c158f62b0aa,bfloat16,7.242,GPT2LMHeadModel,Original,FAILED,2024-11-25 22:32:09,🤝 : 🤝 base merges and moerges,5780030,2024-09-03T19:35:56.113949,False,Aryanne
DavidAU/DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,,b749dbcb19901b8fd0e9f38c923a24533569f895,bfloat16,8.03,Gemma2ForCausalLM,Original,FINISHED,2025-01-30 10:02:27,fine-tuned,8467832,2025-02-25T19:06:51.184041,True,
BAAI/Gemma2-9B-IT-Simpo-Infinity-Preference,,4062bd84b3650608fac6d496bb65abb9bb7e1088,float16,-1.0,Qwen2ForCausalLM,Original,FAILED,2024-07-04 14:47:24,merge,8463435,2025-02-05T20:48:09.982032,True,Corianas
DavidAU/Mistral-Grand-R1-Dolphin-3.0-Deep-Reasoning-Brainstorm-45B,,4a74338e778a599f313e9fa8f5bc08c717604420,float16,12.248,MistralForCausalLM,Original,FINISHED,2025-03-13 11:53:17,pretrained,14004429,2025-02-07T16:19:21.887691,False,hyxmmm
Delta-Vector/Baldur-8B,,d5cbf18b2eb90b77f5ddbb74cfcaeedfa692c90c,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-09-26 14:18:03,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14681171,2025-02-06T05:13:00.190513,True,Danielbrdz
DevQuasar/HermesNova-Llama-3.1-8B,,e1505dd5f9f2c8549cc852a1aca3ec545638e813,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-09-04 08:27:30,🔶 : 🔶 fine-tuned on domain-specific datasets,14017324,2025-03-09T04:24:37.894018,False,
1TuanPham/T-VisStar-v0.1,,8bad8800d04a06f3f906728ee223cab2f50453a0,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:07:07,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9396388,2025-02-28T13:19:20.936679,False,CultriX
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,,e64145422fe367c1d3cbf8403cdc9cd2c6ccd5ca,float16,3.397,Qwen2ForCausalLM,Original,FINISHED,2025-01-17 21:04:18,fine-tuned,14395561,2024-12-18T04:00:17.048923,False,DavieLion
DavieLion/Llama-3.2-1B-SPIN-iter2,,35e7781b9dff5aea29576709201d641e5f44440d,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2024-12-31 19:19:12,🤝 : 🤝 base merges and moerges,8904836,2024-10-19T11:10:03.885549,False,adamog234
BoltMonkey/DreadMix,,554e931a1b7e72689bdf044f8507e319e4b722e7,bfloat16,3.213,Qwen2ForCausalLM,Original,FINISHED,2024-08-13 04:54:27,chat,14697869,2024-09-21T12:11:34.769000,False,CultriX
AicoresSecurity/Cybernet-Sec-3B-R1-V0,,356a1f8d4e4a606d0b879e54191ca809918576b8,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2025-01-21 06:14:20,merge,8767926,2025-03-09T01:07:58.776795,True,andresparraguirado
ArliAI/Mistral-Nemo-12B-ArliAI-RPMax-v1.1,,3284c32f13733d1cd17c723ed754f2c01b65a15c,bfloat16,8.03,LlamaForCausalLM,Original,FAILED,2024-10-28 12:53:20,fine-tuned,14536582,2024-10-25T19:41:06.855891,True,noname0202
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,,75c86715dab415b93644bf947efccde0f23e3e8f,bfloat16,32.764,LlavaForConditionalGeneration,Original,FINISHED,2025-01-02 10:24:07,pretrained,8504320,2024-10-09T10:07:31.685537,True,1024m
CultriX/Qwen2.5-14B-Emerged,,475333d513a2779ff839ceb003e626681569ac1c,bfloat16,6.061,Qwen2ForCausalLM,Original,FAILED,2024-11-16 18:05:07,continuously pretrained,8464336,2025-01-02T08:03:26.594666,True,3rd-Degree-Burn
CohereForAI/aya-101,,edd481ba969388f951af26d4a256538d02355342,float16,7.242,Qwen2MoeForCausalLM,Original,FINISHED,2024-07-24 07:40:39,🔶 : 🔶 fine-tuned on domain-specific datasets,14745283,2025-03-09T04:07:06.802820,False,PocketDoc
Daemontatox/mini-Cogito-R1,,71884e96b88f6c86fca3a528ddf71c7745cb1d76,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2024-12-08 16:17:45,continuously pretrained,7817381,2025-01-01T02:45:27.262105,True,CultriX
DavieLion/Llama-3.2-1B-SPIN-iter3,,029d84d4f4a618aa798490c046753b12801158e2,bfloat16,32.764,MistralForCausalLM,Original,FAILED,2024-10-06 16:33:12,merge,14690858,2025-03-10T23:42:45.356540,True,amazingvince
CombinHorizon/huihui-ai-abliteratedV2-Qwen2.5-14B-Inst-BaseMerge-TIES,,e80eee8915db0a090d5c251af049f53ba98a6c5f,bfloat16,70.554,Qwen2ForCausalLM,Original,FAILED,2024-08-19 14:11:26,chat,14364324,2025-02-05T00:08:53.161135,True,DavidAU
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES,,974d5ee685f1be003a1d8d08e907fe672d225035,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-08-29 19:27:57,🤝 : 🤝 base merges and moerges,14614489,2025-02-04T00:41:11.196269,False,Daemontatox
BAAI/Infinity-Instruct-7M-Gen-Llama3_1-70B,,f3128b2d02d82989daae566c0a7eadc621ca3254,float16,8.829,LlamaForCausalLM,Original,FAILED,2024-06-29 16:02:19,fine-tuned,9420334,2024-08-12T21:04:42.318201,False,Ayush-Singh
DeepMount00/Qwen2-1.5B-Ita_v3,,c3c9f4226801dc0433f32aebffe0aac68ee2f051,bfloat16,7.242,LlavaNextForConditionalGeneration,Original,FINISHED,2024-09-29 17:07:10,fine-tuned,11011779,2025-03-10T02:23:01.478225,True,BramVanroy
Dans-DiscountModels/Mistral-7b-v0.3-Test-E0.7,,56925fafe6a543e224db36864dd0927171542776,bfloat16,4.513,MistralForCausalLM,Original,FINISHED,2024-09-23 09:23:29,merge,14749718,2025-01-30T11:10:01.777692,False,DeepMount00
0-hero/Matter-0.2-7B-DPO,,e82be0389bfcecd1998dba1c3bb35b8d95d01bf2,bfloat16,7.242,Qwen2ForCausalLM,Original,FINISHED,2024-10-24 14:46:54,fine-tuned,12220837,2025-01-13T12:08:10.510852,True,Daemontatox
AuraIndustries/Aura-MoE-2x4B,,423fbcaec045b0f4c3917b6ab974bf28605ceb57,bfloat16,0.887,Qwen2ForCausalLM,Original,FAILED,2024-06-27 06:22:11,continuously pretrained,8653572,2024-06-16T17:24:39.142874,False,1TuanPham
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,,5ce57ccc371abb5104d7a7600e7fd3997bbc7b9f,float16,10.67,CohereForCausalLM,Original,FINISHED,2024-07-29 16:01:58,chat,8097302,2024-12-28T15:25:08.805209,True,DavieLion
CultriX/Qwen2.5-14B-BrocaV9,,8ce2c063c57040e87304e28f372fdb305926b6de,bfloat16,-1.0,Qwen2ForCausalLM,Original,FINISHED,2024-08-05 10:18:19,🔶 : 🔶 fine-tuned on domain-specific datasets,14733591,2024-11-20T09:08:21.002399,True,Casual-Autopsy
Daemontatox/RA_Reasoner,,97f5d321a8346551a5ed704997dd1e93c59883f3,bfloat16,2.786,MistralForCausalLM,Original,FINISHED,2024-10-16 18:12:55,🤝 : 🤝 base merges and moerges,8767957,2024-12-08T16:19:38.795519,True,Delta-Vector
Daemontatox/PathfinderAI,,a6188cd1807d0d72e55adc371ddd198d7e9aa7ae,bfloat16,4.089,Qwen2ForCausalLM,Original,FAILED,2024-12-23 23:26:49,🔶 : 🔶 fine-tuned on domain-specific datasets,8907359,2024-10-07T21:02:18.969444,True,
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,,f32b204a85eb0145e42e5e1df0c6d91a901af0c3,bfloat16,2.78,LlamaForCausalLM,Original,FINISHED,2024-11-27 09:39:37,multimodal,10757255,2024-10-08T09:24:50.017242,True,Daemontatox
CultriX/Qwen2.5-14B-Wernicke-SFT,,bd141b0df78ad1f6e2938edf167c2305b395a2b2,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2025-03-09 04:16:29,fine-tuned,10690915,2025-01-21T06:25:48.193555,False,
CombinHorizon/Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,,1e6d2d17ebda8d70c1d332b85518467ebae27c87,bfloat16,1.558,?,Original,FAILED,2024-09-22 08:09:45,multimodal,5777967,2025-02-24T04:15:51.732574,False,CultriX
AbacusResearch/Jallabi-34B,,75d877ecb1dd7b92764770153b0113840acd122b,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-06-27 08:08:58,🤝 : 🤝 base merges and moerges,9566605,2024-12-28T15:22:05.084248,False,CombinHorizon
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,,1dca4cce36f01f2104ee2e6b97bac6ff7bb300c1,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-12-23 17:07:42,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8920161,2024-12-30T13:48:32.567086,False,bedio
AiMavenAi/Prometheus-1.8,,7c4ee5d33686c4957ec70b30f1504f88198dd073,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2025-01-24 10:18:45,🔶 : 🔶 fine-tuned on domain-specific datasets,14681304,2025-03-11T00:38:41.981043,True,bedio
BEE-spoke-data/smol_llama-101M-GQA,,f1ec40ffd8d26633e519ba3370f5e3fc309fce2d,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-01-22 13:25:31,fine-tuned,8094635,2024-12-23T17:09:55.618924,True,CultriX
CombinHorizon/zetasepic-abliteratedV2-Qwen2.5-32B-Inst-BaseMerge-TIES,,f811864e769f380bf3b5108103792a5cbe830712,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2025-02-21 06:47:21,pretrained,8095917,2024-06-17T09:56:20.868600,True,Daemontatox
DavidAU/DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,,364e785d90438b787b94e33741a930c9932353c0,bfloat16,1.544,Qwen2ForCausalLM,Original,FINISHED,2024-10-20 16:35:34,🤝 : 🤝 base merges and moerges,14597002,2024-10-06T16:36:21.106760,True,3rd-Degree-Burn
DavidAU/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,,01c0981db9cf0f146fe050065f17343af75a8aa6,bfloat16,14.766,Qwen2ForCausalLM,Original,FINISHED,2024-10-09 08:44:12,🤝 : 🤝 base merges and moerges,14694190,2024-09-02T14:35:12.118638,False,adamog234
Daemontatox/mini_Pathfinder,,c9779bd9630a533f7e42fd8effcca69623d48c9c,bfloat16,5.717,MistralForCausalLM,Original,FAILED,2025-03-10 02:25:02,🔶 : 🔶 fine-tuned on domain-specific datasets,14749776,2025-02-23T21:10:05.871982,False,
CausalLM/preview-1-hf,,412099bb6f570707a3a6ee311bfeb93a204c1b7b,4bit,1.777,Gemma2ForCausalLM,Original,FINISHED,2024-10-08 13:15:12,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8942331,2025-03-09T03:45:23.194882,False,DeepMount00
Ahdoot/StructuredThinker-v0.3-MoreStructure,,ebd8d6507623008567a0548cd0ff9e28cbd6a656,bfloat16,8.03,Qwen2ForCausalLM,Original,FAILED,2025-03-09 03:33:52,🤝 : 🤝 base merges and moerges,8774154,2024-12-20T23:10:30.755118,False,Amaorynho
AicoresSecurity/Cybernet-Sec-3B-R1-V1,,b3360bd6093edb8a98696443405f94ce37a40bd2,float16,6.885,LlamaForCausalLM,Original,FAILED,2024-12-10 22:43:48,fine-tuned,8890592,2024-06-16T17:21:36.188244,True,Ahdoot
Delta-Vector/Tor-8B,mistralai/Mistral-7B-v0.1,3333d404425acc09fda793d2942217f9ad16b817,bfloat16,103.811,PhiForCausalLM,Original,FINISHED,2025-01-15 04:07:25,multimodal,14679838,2024-12-21T20:12:23.189360,True,CultriX
AtAndDev/Qwen2.5-1.5B-continuous-learnt,,8582d00cfdfc328eb7dd9be9c296253686656015,bfloat16,7.616,LlamaForCausalLM,Original,FINISHED,2024-10-13 12:02:49,pretrained,10690943,,True,euclaise
AALF/gemma-2-27b-it-SimPO-37K,,db4ae3d7b608fd0e7490d2fcfa0436e56e21af33,float16,72.7,Qwen2ForCausalLM,Original,FINISHED,2025-01-16 15:20:40,🤝 : 🤝 base merges and moerges,10729684,2024-12-23T23:37:12.226364,False,ClaudioItaly
CYFRAGOVPL/PLLuM-8x7B-nc-base,,73f24e1679609e9cd6db709e35146dac936f24ae,bfloat16,5.335,CohereForCausalLM,Original,FINISHED,2025-01-19 18:33:53,fine-tuned,14541668,2024-10-28T14:21:46.731336,True,Daemontatox
Dans-DiscountModels/Dans-MemoryCore-CoreCurriculum-TestLora-1,,bb4b4e1fc8a1fef90735e28b336babe8e7450bd7,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2024-10-28 12:53:53,🔶 : 🔶 fine-tuned on domain-specific datasets,8612619,2024-11-25T22:33:46.719087,True,
CohereForAI/aya-23-8B,,ed35274b035d52760c4bf00ecd28d04045a25f97,bfloat16,8.829,Qwen2ForCausalLM,Original,FINISHED,2024-09-08 21:14:56,fine-tuned,13624499,2024-06-26T14:48:57.752173,False,Daemontatox
CognitivessAI/bella-2-8b,,f1ec40ffd8d26633e519ba3370f5e3fc309fce2d,bfloat16,1.236,Qwen2ForCausalLM,Original,FINISHED,2024-09-16 18:17:04,🤝 : 🤝 base merges and moerges,9555440,2025-02-18T15:45:32.032626,True,CultriX
BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,,969e4c9b41e733a367f5ea18ed50a6171b5e2357,bfloat16,2.506,Qwen2ForCausalLM,Original,FAILED,2024-09-21 07:16:01,fine-tuned,5781281,2025-02-24T02:59:52.795565,False,
ClaudioItaly/TopEvolutionWiz,,2b397e5f0fab87984efa66856c5c4ed4bbe68b50,bfloat16,0.887,Qwen2ForCausalLM,Original,FINISHED,2024-06-27 10:47:42,fine-tuned,14692926,2025-03-10T02:35:42.174853,True,
AALF/FuseChat-Llama-3.1-8B-Instruct-preview,,8efa806360abe24b0ea8aa318fb1af193c73bd05,bfloat16,10.67,Qwen2ForCausalLM,Original,FINISHED,2025-02-05 15:25:31,🔶 : 🔶 fine-tuned on domain-specific datasets,8940191,2024-10-13T13:45:28.235781,False,JosephusCheung
Daemontatox/CogitoDistil,,16abdfe2c214dc1da6bfe654b3d6716fcc8450e2,float16,3.085,Qwen2ForCausalLM,Original,FAILED,2024-08-05 19:25:30,fine-tuned,14752977,2024-07-25T14:29:42.192187,True,DeepMount00
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,,fead94d180d4997c92d9370b05567619adaa3acb,float16,13.668,MixtralForCausalLM,Original,FINISHED,2024-11-30 23:57:29,🟢 : 🟢 pretrained,10073543,2024-09-13T16:40:42.394986,True,Spestly
CombinHorizon/Josiefied-abliteratedV4-Qwen2.5-14B-Inst-BaseMerge-TIES,,7b626e50b6c35fcb064b8b039fcf30eae01c3fae,bfloat16,14.766,?,Original,FAILED,2024-09-05 06:23:17,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14017553,2024-12-23T23:34:13.059234,True,CombinHorizon
ClaudioItaly/Book-Gut12B,,13a37a145597d0a3ddc1908caade10c224c89680,bfloat16,72.706,LlamaForCausalLM,Adapter,FINISHED,2025-02-09 01:58:19,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8138970,2024-09-05T03:01:05.004292,True,CultriX
Aashraf995/Gemma-Evo-10B,,58b624e62557ea56b525ead061b6bd92dae37970,bfloat16,12.174,Qwen2ForCausalLM,Original,FAILED,2024-07-06 01:01:16,fine-tuned,8094558,2024-06-16T21:24:44.687322,False,AnimateBow4809
CultriX/SeQwence-14B-v5,,fd6d02d300e3b9015e07c217e26c6f1b4823963a,bfloat16,7.044,LlamaForCausalLM,Original,FINISHED,2025-03-07 07:06:04,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",13351071,2024-12-29T08:45:01.944589,True,Marsouuu
Daemontatox/AetherTOT,,93dd8c78518032c9b0f02924e9c4d5963ecf3add,bfloat16,34.389,LlamaForCausalLM,Original,FINISHED,2024-09-10 03:35:33,🟢 : 🟢 pretrained,14752983,2025-01-19T16:57:50.714447,False,CoolSpring
Amaorynho/BBAI_375,meta-llama/Llama-3.2-1B,a98c932f0d71d76883fe9aa9d708af0506b01343,bfloat16,0.63,LlamaForCausalLM,Original,FINISHED,2025-02-21 09:21:50,chat,14364350,2024-09-21T07:18:24.760917,False,
Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,,dec16b41d5e94070dbc1f8449a554373fd4cc1d1,bfloat16,34.981,LlamaForCausalLM,Original,FINISHED,2024-11-22 08:08:17,fine-tuned,5779915,2025-02-24T07:20:26.039511,True,CombinHorizon
BEE-spoke-data/tFINE-900m-e16-d32-instruct_2e,unsloth/Llama-3.2-3B-Instruct-bnb-4bit,54da2d3373ce9e65c511997ed3f7da9fd648ccb2,float16,8.03,LlamaForCausalLM,Original,FINISHED,2024-12-29 09:09:55,🔶 : 🔶 fine-tuned on domain-specific datasets,8096582,2024-08-12T23:01:33.825649,False,CombinHorizon
Darkknight535/OpenCrystal-12B-L3,,e0a21c79bac74442252d36e2c01403afa3f0971b,bfloat16,0.247,Qwen2ForCausalLM,Original,FAILED,2025-02-28 13:07:35,🔶 : 🔶 fine-tuned on domain-specific datasets,14018174,2024-12-25T04:28:54.595464,True,jeiku
CoolSpring/Qwen2-0.5B-Abyme-merge3,,4b486f81c935a2dadde84c6baa1e1370d40a098f,float16,1.236,Gemma2ForCausalLM,Original,FINISHED,2025-01-16 12:11:48,fine-tuned,7798040,2024-11-19T22:10:13.302788,True,Baptiste-HUVELLE-10
BramVanroy/fietje-2,,8b8f3326a5547a424ea5d2104ffc04ad64006503,float16,32.764,MistralForCausalLM,Original,FAILED,2024-07-27 13:39:45,chat,10334034,2024-11-11T11:01:28.074176,False,DeepMount00
DavidAU/L3-SMB-Instruct-12.2B-F32,,210a97b4dadbda63cc9fe459e8415d4cd3bbaf99,bfloat16,10.034,LlamaForCausalLM,Original,FAILED,2024-06-26 18:13:04,fine-tuned,14394792,2025-03-08T00:18:51.302611,True,CultriX
AnimateBow4809/test,,a8d1e74064a6f5a2cf3f91c153e1ed200f7fe27d,bfloat16,7.616,LlamaForCausalLM,Adapter,FINISHED,2024-08-30 09:19:00,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9152137,2024-09-04T10:35:25.610964,True,DavidAU
AXCXEPT/Borea-Phi-3.5-mini-Instruct-Jp,,98b0eda634c6a851004c90144b6744ce8d40d188,float16,34.389,MistralForCausalLM,Original,FINISHED,2025-01-11 06:26:48,🔶 : 🔶 fine-tuned on domain-specific datasets,13490704,2024-08-12T13:39:20.973055,False,Amu
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,,e10137f5cbfc1b73068d6473e4a87241cca0b3f4,bfloat16,8.0,LlamaForCausalLM,Original,FINISHED,2025-02-28 13:08:27,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14592478,2024-12-01T00:00:30.885821,True,Aurel9
DeepMount00/Lexora-Lite-3B,,8271fc32a601a4fa5efbe58c41a0ef4181ad8836,bfloat16,8.03,Qwen2MoeForCausalLM,Original,FINISHED,2025-02-07 18:26:56,fine-tuned,13502379,2025-02-24T04:11:37.058120,False,
AINovice2005/ElEmperador,,37079cf46385a70a551cbfd5d51d82d0b40f9bcd,bfloat16,32.764,PhiForCausalLM,Original,FINISHED,2025-03-01 17:49:56,fine-tuned,14395559,2024-09-19T03:32:06.994146,True,CultriX
CultriX/MergeStage2v3,,84a1d35d91b862a5cfc65988d4a0f65033b34c47,bfloat16,8.03,MistralForCausalLM,Original,FINISHED,2024-09-11 14:05:28,🔶 : 🔶 fine-tuned on domain-specific datasets,8464772,2025-01-13T12:11:56.661222,True,Danielbrdz
DavidAU/L3-DARKEST-PLANET-16.5B,,52484c277f6062c12dc6d6b6397ee0d0c21b0126,float16,10.034,LlamaForCausalLM,Original,FAILED,2024-07-23 04:31:32,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9334800,2024-10-18T01:30:22.510057,True,BlackBeenie
Daemontatox/Research_PathfinderAI,,d92237b4b4deccb92a72b5209c79978f09fe3f08,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2025-02-28 13:04:58,🔶 : 🔶 fine-tuned on domain-specific datasets,8747388,2024-06-19T15:18:50.253731,True,
Anoshor/prism-tuned,,3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26,bfloat16,3.213,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:27:15,🤝 : 🤝 base merges and moerges,8460014,2024-09-10T03:32:39.807437,False,BoltMonkey
DavidAU/L3-Lumimaid-12.2B-v0.1-OAS-Instruct,,e0f4941349664a75ddd03e4d2c190284c951e54b,float16,7.242,LlamaForCausalLM,Original,FINISHED,2024-11-27 13:19:13,🔶 : 🔶 fine-tuned on domain-specific datasets,13651598,2024-10-28T14:24:35.081556,False,CultriX
Daemontatox/TinySphinx2.0,,bd981505b6950df69216b260c3c0d86124fded7b,bfloat16,8.072,MistralForCausalLM,Original,FINISHED,2024-06-27 00:14:58,fine-tuned,8653603,2024-12-18T02:01:35.203757,False,AtAndDev
Azure99/blossom-v5-llama3-8b,,3cddd4a6f5939a0a4db1092a0275342b7b9912f3,float16,1.09,Qwen2ForCausalLM,Original,FINISHED,2024-09-14 22:52:14,fine-tuned,13611239,2024-07-22T09:52:57.379883,False,legolasyiu
3rd-Degree-Burn/Llama-3.1-8B-Squareroot-v1,,c31f7ec7d25d4ef3d3f631029e52d57af89511b5,bfloat16,14.483,?,Original,FAILED,2024-06-12 12:26:29,merge,8095671,2024-08-12T14:33:48.001199,False,nyuuzyou
Daemontatox/Cogito-Maximus,,71d99f8fb69276422daae61222e57087000c05b0,bfloat16,34.981,Qwen2ForCausalLM,Original,FAILED,2024-09-04 23:59:38,🟢 : 🟢 pretrained,13527595,2025-03-10T02:48:41.568792,False,1024m
ContactDoctor/Bio-Medical-3B-CoT-012025,,e498d645faab591062c6919a98b35656e2d0c783,bfloat16,21.421,Qwen2ForCausalLM,Original,FINISHED,2024-07-15 01:19:29,merge,8904822,2024-06-16T17:29:12.770814,True,Delta-Vector
DavidAU/L3-Stheno-v3.2-12.2B-Instruct,,b7b44797cd52eda1182667217e8371dbdfee4976,bfloat16,12.248,LlamaForCausalLM,Original,FINISHED,2024-09-22 10:41:52,fine-tuned,13995564,2024-09-26T14:18:45.805543,True,CombinHorizon
BoltMonkey/SuperNeuralDreadDevil-8b,,02c4c601453f7ecbfab5c95bf5afa889350026ba,bfloat16,9.242,?,Original,FAILED,2024-06-27 08:08:22,merge,10025182,2024-08-12T18:28:49.108427,True,Ateron
Cran-May/tempmotacilla-cinerea-0308,,e32bfdb8f5ac6f0fb644a1fcf91b0b82cadba260,float16,1.236,GPT2LMHeadModel,Original,FINISHED,2025-02-27 13:48:59,🔶 : 🔶 fine-tuned on domain-specific datasets,7205417,2025-01-13T11:37:51.598556,True,Daemontatox
Daemontatox/ZwZ2_32B,,cc78898fad6443ccfe79b956bfde17bd101c15a0,bfloat16,14.77,LlamaForCausalLM,Original,FINISHED,2025-03-10 02:12:44,🔶 : 🔶 fine-tuned on domain-specific datasets,14691793,2024-09-02T13:36:00.187780,False,BlackBeenie
BEE-spoke-data/tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,,4427f408214db1e1c79741ea173d9654c21e9c18,float16,7.616,MistralForCausalLM,Original,FINISHED,2024-07-13 00:46:18,🔶 : 🔶 fine-tuned on domain-specific datasets,14694223,2024-11-03T23:06:06.653237,False,CombinHorizon
Ateron/Glowing-Forest-12B,,36fa24a5e2288e2d81092523f14adb7d2b027a3b,bfloat16,12.921,LlamaForCausalLM,Original,FINISHED,2024-09-21 04:24:00,🤝 : 🤝 base merges and moerges,8767955,2024-10-04T20:40:40.311514,False,DavidAU
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.1.1,,c098e4b4556c20e81ec9866a820431398eea4dab,bfloat16,3.213,LlamaForCausalLM,Original,FINISHED,2025-02-06 05:10:09,🔶 : 🔶 fine-tuned on domain-specific datasets,10200795,2024-09-21T16:33:10.577626,True,CombinHorizon
Baptiste-HUVELLE-10/LeTriomphant2.1_ECE_iLab,,a6399c43f84736ed1b11d8cc7a25edf634781207,bfloat16,1.236,Qwen2ForCausalLM,Original,FAILED,2025-01-26 08:08:45,merge,10196597,2025-03-10T15:07:47.968785,True,DavidAU
Delta-Vector/Control-8B-V1.1,,2be3e02d309d349f597de55ce0c939c70740e9a7,float16,14.766,LlamaForCausalLM,Original,FINISHED,2025-02-25 19:05:04,fine-tuned,14752984,2024-08-12T21:10:30.687989,False,1TuanPham
DRXD1000/Phoenix-7B,,01c0981db9cf0f146fe050065f17343af75a8aa6,bfloat16,8.987,MistralForCausalLM,Original,FINISHED,2024-08-05 19:40:36,🔶 : 🔶 fine-tuned on domain-specific datasets,7811319,2024-12-23T19:34:56.050369,True,Daemontatox
Davidsv/SUONG-2,,15a9988381fdba15281f1bd6b04c34f3f96120cc,bfloat16,34.389,DeciLMForCausalLM,Original,FINISHED,2024-10-04 20:36:33,merge,14745421,2025-02-28T10:13:17.347000,False,Daemontatox
CultriX/SeQwence-14Bv1,,462c9307ba4cfcb0c1edcceac5e06f4007bc803e,bfloat16,32.764,MistralForCausalLM,Original,FINISHED,2025-03-07 22:36:10,chat,14395560,2024-12-21T20:15:25.569844,False,SaylorTwift
Daemontatox/PathfinderAI,,d9ffec9798402d13d8f2c56ec3de3ad092445297,bfloat16,32.764,MistralForCausalLM,Original,FAILED,2024-09-04 23:58:00,pretrained,10885426,2024-09-13T16:45:13.392751,False,ChuGyouk
Corianas/Quokka_2.7b,,b46c066ea8387264858dc3461f382e7b42fd9c48,bfloat16,8.03,CustomQwen2Model,Original,FINISHED,2025-03-09 03:36:39,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8094560,2024-07-25T11:39:24.302471,False,Daemontatox
AGI-0/smartllama3.1-8B-001,,8c632ae68bd385af2e2270933326edbcd0044e8c,bfloat16,46.703,LlamaForCausalLM,Original,FINISHED,2024-12-29 05:22:21,🟢 : 🟢 pretrained,8937858,2024-09-22T08:10:16.423968,False,Cran-May
