model,base_model,revision,precision,params,architectures,weight_type,status,submitted_time,model_type,job_id,job_start_time,use_chat_template,sender
CultriX/Qwen2.5-14B-ReasoningMerge,,90df996cdb1f3d5f051513c50df4cdfda858b5f2,bfloat16,8.072,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:27:29,fine-tuned,12220837,2024-12-30T13:45:33.172155,True,PocketDoc
CombinHorizon/Rombos-Qwen2.5-7B-Inst-BaseMerge-TIES,,3cddd4a6f5939a0a4db1092a0275342b7b9912f3,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2025-02-26 18:54:10,pretrained,14752919,2025-03-10T02:27:27.303094,True,Amaorynho
Amu/supertiny-llama3-0.25B-v0.1,,3f9ab222344d35e00480186aad07fe4116ec009c,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-07-23 04:31:32,fine-tuned,8900651,2025-03-09T04:11:25.448793,False,richardburleigh
CYFRAGOVPL/PLLuM-8x7B-chat,,ebcb7f9f30bc172523a827d1ddefeb52b1aba494,bfloat16,10.67,LlamaForCausalLM,Original,FINISHED,2024-12-20 11:59:40,🤝 : 🤝 base merges and moerges,14395731,2024-10-06T16:34:07.486181,True,BoltMonkey
1024m/Qwen-2.5-14B-Hindi-4bit,,7a447e7af3ce9ea515f25c04ab7f942fe637b521,bfloat16,2.472,LlamaForCausalLM,Original,FINISHED,2025-01-11 06:28:36,fine-tuned,14752978,2024-11-06T18:52:35.561195,False,Daemontatox
Daemontatox/Zireal-R1,DUAL-GPO/phi-2-sft-lora-ultrachat-merged,804d5864127e603abec179a159b43f446246fafc,bfloat16,3.213,Qwen2ForCausalLM,Original,FAILED,2024-06-13 17:58:54,🔶 : 🔶 fine-tuned on domain-specific datasets,14395560,2024-11-03T23:03:07.271032,True,DavieLion
Artples/L-MChat-7b,,75c86715dab415b93644bf947efccde0f23e3e8f,bfloat16,14.766,LlamaForCausalLM,Original,FINISHED,2024-12-02 20:07:24,🔶 : 🔶 fine-tuned on domain-specific datasets,10886314,2024-09-17T23:48:10.469547,False,
DeepMount00/Lexora-Lite-3B_v2,,90df996cdb1f3d5f051513c50df4cdfda858b5f2,bfloat16,32.764,Qwen2ForCausalLM,Original,FAILED,2024-09-05 22:19:22,🔶 : 🔶 fine-tuned on domain-specific datasets,11599203,2024-10-09T10:07:31.685537,False,BlackBeenie
DavidAU/Gemma-The-Writer-DEADLINE-10B,,fada53c826e3ae5db7a7c10936d2a5d05395ddbe,bfloat16,46.703,LlamaForCausalLM,Original,FINISHED,2025-02-06 05:10:09,fine-tuned,14364361,2024-06-16T17:26:08.455358,True,007ankit
CausalLM/34b-beta,,38d5fbbe1d1201a03c425e0646ce15f5dfc27c12,bfloat16,68.977,Qwen2ForCausalLM,Original,FAILED,2024-12-29 05:17:25,pretrained,8095658,2025-02-27T12:55:29.437054,True,Daemontatox
1024m/PHI-4-Hindi-4bit,,37079cf46385a70a551cbfd5d51d82d0b40f9bcd,float16,24.942,Gemma2ForCausalLM,Original,FAILED,2025-02-04 00:39:25,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9566605,2024-09-13T16:26:08.272721,True,CombinHorizon
AtAndDev/Qwen2.5-1.5B-continuous-learnt,,52d6f6308eba9c3a0b9116706fbb1ddc448e6101,float16,8.03,Qwen2ForCausalLM,Adapter,FINISHED,2024-10-21 20:22:37,fine-tuned,14681171,2024-11-03T23:06:06.653237,True,Corianas
BAAI/Infinity-Instruct-3M-0625-Yi-1.5-9B,,d3f6eb2a46fc0fbea1f70c0cc7d0e8b7f25a0f36,bfloat16,32.512,Qwen2ForCausalLM,Original,FINISHED,2024-12-23 23:27:29,🤝 : 🤝 base merges and moerges,11475325,2025-03-10T13:30:07.923023,True,Aryanne
BEE-spoke-data/smol_llama-220M-GQA,,9bdbfd8f330754c4103822ce180e0e3e3ce0973e,bfloat16,14.766,Qwen2ForCausalLM,Original,FAILED,2025-01-30 09:11:48,merge,14681141,2025-03-01T03:27:17.104749,True,
Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,,588a8df0c7bf321fcede62d99102e8901a201ff0,bfloat16,4.015,LlamaForCausalLM,Original,FINISHED,2024-11-06 14:36:50,merge,14596053,2024-10-13T13:45:28.235781,False,Davidsv
Dans-DiscountModels/12b-mn-dans-reasoning-test-2,,e96df7ba6e989ee286da5d0b05a84525fdb56c53,bfloat16,1.544,Qwen2ForCausalLM,Original,FINISHED,2024-06-12 12:26:44,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",7810967,2024-06-23T04:42:07.776319,False,PocketDoc
ArliAI/Mistral-Nemo-12B-ArliAI-RPMax-v1.1,,b296254b1b36908cd5625c781d4df9c6ef99fec8,bfloat16,1.544,LlamaForCausalLM,Original,FAILED,2024-09-22 10:41:52,🤝 : 🤝 base merges and moerges,14364350,2024-08-12T09:33:10.337713,True,BlackBeenie
Daemontatox/mini_Pathfinder,,e799c6877cb70b6e78c1e337eaa58383040c8fa9,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2024-12-19 18:01:25,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14752974,2024-11-25T22:33:46.719087,False,Baptiste-HUVELLE-10
AI-Sweden-Models/gpt-sw3-40b,,ebd8d6507623008567a0548cd0ff9e28cbd6a656,bfloat16,12.248,MistralForCausalLM,Original,FINISHED,2024-12-31 19:19:12,fine-tuned,10025182,2024-10-25T19:41:06.855891,False,
Aryanne/QwentileSwap,,98b0eda634c6a851004c90144b6744ce8d40d188,bfloat16,3.696,MllamaForConditionalGeneration,Original,FINISHED,2024-12-20 23:09:17,🤝 : 🤝 base merges and moerges,8673456,2025-03-10T03:10:18.878384,False,nyuuzyou
Daemontatox/AetherPIXTRAL,,a8d1e74064a6f5a2cf3f91c153e1ed200f7fe27d,4bit,14.0,LlamaForCausalLM,Original,FAILED,2024-09-12 01:26:02,🔶 : 🔶 fine-tuned on domain-specific datasets,14414272,2024-06-16T17:24:39.142874,True,BlackBeenie
CYFRAGOVPL/PLLuM-12B-nc-chat,,f8770799a0f1f32861a19ae190933ed475fe5488,bfloat16,1.1,Qwen2Model,Original,FINISHED,2024-12-11 01:36:26,fine-tuned,14395509,2024-09-05T02:35:14.041837,False,CultriX
Cran-May/SCE-2-24B,,bd07f90de0deaddea7e84a4a735663b9c1135c4c,float16,0.887,Qwen2ForCausalLM,Original,FINISHED,2024-11-23 05:01:39,🟢 : 🟢 pretrained,9878838,2024-11-25T22:31:02.565212,False,Daemontatox
DavidAU/Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,,77ddccbc7d9f9ffd55a8535365e8eebc493ccb8e,bfloat16,46.703,?,Original,FAILED,2024-12-25 21:39:44,🤝 : 🤝 base merges and moerges,14752984,2024-09-21T15:23:21.155659,False,AtAndDev
BeaverAI/mistral-doryV2-12b,,3333d404425acc09fda793d2942217f9ad16b817,float16,45.247,Qwen2ForCausalLM,Original,FINISHED,2025-01-30 10:01:50,merge,14681172,2024-08-12T21:03:07.514804,True,Daemontatox
BarraHome/Mistroll-7B-v2.2,,5b29326cb35c193039ea219183f7e606ec7acda9,bfloat16,7.242,LlamaForCausalLM,Original,FINISHED,2024-11-19 04:11:26,fine-tuned,8464214,2025-03-09T03:36:46.876002,True,DavidAU
Delta-Vector/Darkens-8B,,d9ffec9798402d13d8f2c56ec3de3ad092445297,float16,8.829,LlamaForCausalLM,Original,FINISHED,2024-12-28 15:20:41,fine-tuned,-1,2024-07-26T11:22:58.665624,True,jakeboggs
Caesarisnotasalad/SmolLM-360M-Capybara-ORPO,,f1ec40ffd8d26633e519ba3370f5e3fc309fce2d,float16,8.03,CohereForCausalLM,Original,FINISHED,2024-08-27 07:45:51,🟢 : 🟢 pretrained,8095663,2024-10-13T17:16:38.055406,False,DeepMount00
AiMavenAi/Prometheus-1.8,,b29599acbef4cde587ea49725d7d825063bad077,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-08-21 13:21:31,fine-tuned,8767825,2024-06-17T10:53:42.370699,True,
Daemontatox/RA_Reasoner,,a04fe33734ab21ff8e327f7c4e2d02c51a68ab18,float16,7.242,LlamaForCausalLM,Adapter,FINISHED,2024-11-10 07:51:03,fine-tuned,8094633,2024-07-26T07:39:12.587538,False,Daemontatox
01-ai/Yi-34B-Chat,Llama-2-7b-chat-hf,d92237b4b4deccb92a72b5209c79978f09fe3f08,bfloat16,1.544,LlamaForCausalLM,Original,FINISHED,2024-11-18 19:32:54,🤝 : 🤝 base merges and moerges,5780183,2025-02-24T04:11:37.058120,True,SubtleOne
Dans-DiscountModels/mistral-7b-test-merged,,253811a0910e8fa0e6485ca9516d8d610688181e,float16,14.766,Qwen2ForCausalLM,Original,FAILED,2025-03-09 03:32:41,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",7811100,2024-09-15T14:41:40.127055,True,SuperNintendoChalmers
Daemontatox/Cogito-Ultima,,16abdfe2c214dc1da6bfe654b3d6716fcc8450e2,float16,12.921,LlamaForCausalLM,Original,FINISHED,2025-03-08 04:13:38,🤝 : 🤝 base merges and moerges,13527595,2025-02-18T15:40:31.694986,True,CultriX
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,,a9650f3bda8b0e00825ee36592e086b4ee621102,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2025-02-25 18:41:52,fine-tuned,7798127,2024-11-24T22:52:34.965466,False,BraylonDash
CYFRAGOVPL/PLLuM-12B-chat,,65a9e957dc4211aa3d87fdf588767823af5cde3f,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2025-02-28 13:05:14,🔶 : 🔶 fine-tuned on domain-specific datasets,14017337,2025-01-19T11:35:56.659069,True,Daemontatox
BEE-spoke-data/tFINE-900m-instruct-orpo,,4427f408214db1e1c79741ea173d9654c21e9c18,bfloat16,12.248,Qwen2ForCausalLM,Original,FINISHED,2024-08-30 09:19:00,merge,14749775,2025-01-16T02:19:21.728040,True,DeepMount00
AGI-0/Art-v0-3B,,a5f780075831374f8850324448acf94976dea504,float16,7.231,LlamaForCausalLM,Original,FINISHED,2025-02-08 22:55:15,fine-tuned,14586830,2024-06-16T17:27:48.954729,True,CreitinGameplays
DavidAU/DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,,8efa806360abe24b0ea8aa318fb1af193c73bd05,bfloat16,-1.0,LlamaForCausalLM,Original,FAILED,2025-01-07 21:52:53,merge,11011779,2024-09-05T20:34:11.621823,False,
DeepAutoAI/d2nwg_causal_gpt2_v1,,974d2d453afdde40f6a993601bbbbf9d97b43606,float16,7.044,?,Original,FAILED,2024-11-25 21:44:09,merge,14745488,2024-09-16T02:38:10.588912,True,
Baptiste-HUVELLE-10/LeTriomphant2.1_ECE_AILab,,8fd624d0d8989a312d344772814da3575423897a,float16,7.242,Qwen2ForCausalLM,Original,FINISHED,2024-12-29 07:09:26,multimodal,14745303,2025-03-05T14:56:38.816015,False,bedio
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,,b9848575c8731981dfcf2e1f3bfbcb917a2e585d,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2025-01-10 17:11:20,continuously pretrained,8138970,2025-01-19T04:27:52.749763,True,CombinHorizon
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES,,ac5e205a41b17a7b05b1b62f352aacc7e65b2f13,bfloat16,70.0,Qwen2ForCausalLM,Original,FINISHED,2024-09-01 18:06:09,🤝 : 🤝 base merges and moerges,8653603,2024-09-02T15:39:10.626719,False,CultriX
Ahdoot/StructuredThinker-v0.3-MoreStructure,,fcd6c9a1d0f6acc5bffc7df72cd8e996a9573937,float16,7.242,LlamaForCausalLM,Original,FINISHED,2025-02-27 21:50:01,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",9334800,2025-03-09T04:02:48.094333,True,bedio
DavidAU/DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,,36651591cb13346ecbde23832013e024029700fa,bfloat16,8.028,MistralForCausalLM,Original,FINISHED,2025-03-07 07:06:04,🤝 : 🤝 base merges and moerges,11584080,2025-02-24T07:20:26.039511,False,
Danielbrdz/Barcenas-3b-GRPO,,4a1c28ee08d98008b5ec2b7bf774d608586fcc88,bfloat16,34.714,?,Original,FINISHED,2024-06-12 12:06:49,fine-tuned,14689401,2024-10-25T10:57:13.007307,False,BoltMonkey
Daemontatox/PathfinderAI5.0,,090ba5a7aa589caddea76e05a6ffa8101ca2c7f9,float16,0.887,DeciLMForCausalLM,Original,FAILED,2024-12-30 13:44:18,fine-tuned,10690915,2024-09-02T13:15:57.355955,True,CombinHorizon
CultriX/Qwen2.5-14B-Brocav7,,16881ccde1c68bbc7041280e6a66637bc46bfe88,bfloat16,8.03,GemmaForCausalLM,Adapter,FINISHED,2025-01-09 23:12:24,merge,14691764,2024-12-18T02:54:11.508047,True,SuperNintendoChalmers
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,,a4e3f54a7a3d5db6486cc1bc491a1b38e9883954,bfloat16,14.766,LlamaForCausalLM,Original,FAILED,2024-11-22 08:08:17,🔶 : 🔶 fine-tuned on domain-specific datasets,13317525,2025-03-09T03:58:30.373616,False,CombinHorizon
Ahdoot/Test_StealthThinker,,302e3ae0bcc50dae3fb69fc1b08b518398e8c407,bfloat16,1.236,MistralForCausalLM,Original,FINISHED,2024-10-24 16:41:58,merge,8461261,2024-07-29T19:16:21.500416,False,DavidAU
Deathsquad10/NoNameBrand_1.1B,,d61b1849fbde09970e3bd355bb5d6ec918e3a3a1,bfloat16,7.0,PhiForCausalLM,Original,FAILED,2024-07-04 14:49:31,finetuned,11584574,2025-02-18T16:01:37.626754,True,CarrotAI
Daemontatox/CogitoDistil,,9fc53668064bdda22975ca72c5a287f8241c95b3,bfloat16,27.227,LlamaForCausalLM,Original,FAILED,2024-10-25 00:25:20,🔶 : 🔶 fine-tuned on domain-specific datasets,8095660,2025-03-08T21:58:01.867528,False,AELLM
ArliAI/Llama-3.1-8B-ArliAI-RPMax-v1.1,,a8d1e74064a6f5a2cf3f91c153e1ed200f7fe27d,bfloat16,18.519,MllamaForConditionalGeneration,Original,FINISHED,2024-09-17 23:46:43,🔶 : 🔶 fine-tuned on domain-specific datasets,10758818,2024-09-10T03:36:57.109419,False,Daemontatox
DataPilot/SKYCAVE-R1-32B-v0.1,,ed3eaa89db452e0c8dfad1a159f4d08578cfc787,float16,8.03,MixtralForCausalLM,Original,FINISHED,2025-02-06 01:31:26,🔶 : 🔶 fine-tuned on domain-specific datasets,13489671,2025-01-13T09:25:26.281589,True,BoltMonkey
Delta-Vector/Odin-9B,,3f8b0fb6dcc1e9725ba52dd086241d5d9e413100,float16,7.616,Qwen2ForCausalLM,Original,FINISHED,2025-03-10 02:23:27,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",-1,2024-09-26T14:18:45.805543,True,BenevolenceMessiah
CultriX/Qwen2.5-14B-Unity,,352c4b6f9a3580ca831bc6698978ed8e89e0075a,bfloat16,2.78,LlamaForCausalLM,Original,FINISHED,2025-02-26 18:54:25,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14753589,2024-08-12T19:24:20.203685,True,Daemontatox
AuraIndustries/Aura-MoE-2x4B,,5be46c768d800447b82de41fdc9df2f8c43ba3c0,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-10-09 13:23:55,🔶 : 🔶 fine-tuned on domain-specific datasets,10336213,2024-11-22T08:10:19.573277,True,CombinHorizon
Daemontatox/PathFinderAI2.0,,55a7ee13f7cec1be0933958ffda7e3ccb507fbed,float16,8.03,LlamaForCausalLM,Original,FINISHED,2024-10-22 22:21:03,fine-tuned,14679876,2025-01-13T12:19:23.029322,True,Daemontatox
BEE-spoke-data/tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,,f67309ade51aeecc355c29abfcc0f94b1eb6a251,bfloat16,14.483,Qwen2ForCausalLM,Original,FINISHED,2024-10-06 16:35:10,🤝 : 🤝 base merges and moerges,14752973,2025-03-09T03:49:40.665614,True,Daemontatox
Daemontatox/CogitoZ,,d573ad0cdb0ccfc194bc9c65dd81912dffeb1d35,float16,23.572,?,Original,FINISHED,2024-09-21 15:22:53,merge,14690858,2024-09-13T16:43:28.044869,True,gr0010
Daemontatox/Sphinx2.0,,475333d513a2779ff839ceb003e626681569ac1c,4bit,1.544,Qwen2ForCausalLM,Original,FAILED,2024-09-19 14:30:00,🔶 : 🔶 fine-tuned on domain-specific datasets,14596596,2025-01-23T10:17:08.347371,False,AnimateBow4809
BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,,d6e0221f0a3fc019049cc411fddc2bf2f646519e,bfloat16,8.03,LlamaForCausalLM,Original,FINISHED,2024-07-29 16:01:58,🔶 : 🔶 fine-tuned on domain-specific datasets,14596946,2024-09-10T17:10:32.672317,False,CombinHorizon
Daemontatox/DocumentCogito,mistral-community/Mistral-7B-v0.2,4672b7de38c2cc390b146d6b6ce7a6dd295d8a0e,bfloat16,6.124,MistralForCausalLM,Original,FINISHED,2024-11-20 03:11:05,🔶 : 🔶 fine-tuned on domain-specific datasets,14596957,2024-12-28T15:22:05.084248,True,Chan-Y
CYFRAGOVPL/PLLuM-8x7B-nc-chat,,3d014beed88fbc08c2998f25385a3811c4323954,bfloat16,7.616,GPT2LMHeadModel,Original,FAILED,2024-10-28 14:46:36,fine-tuned,13995573,2025-02-28T13:15:55.546514,False,Cran-May
DeepAutoAI/Explore_Llama-3.1-8B-Inst,meta-llama/Meta-Llama-3.1-8B-Instruct,01c0981db9cf0f146fe050065f17343af75a8aa6,bfloat16,0.218,MistralForCausalLM,Original,FINISHED,2024-06-28 00:54:22,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14364383,2024-09-05T03:01:05.004292,True,
Daemontatox/Research_PathfinderAI,,b7b44797cd52eda1182667217e8371dbdfee4976,float16,0.313,CohereForCausalLM,Original,FINISHED,2024-10-13 12:02:49,chat,13026957,2024-10-16T18:13:38.851942,True,
DavidAU/L3-Stheno-v3.2-12.2B-Instruct,,6f46a8f97ffe0f294e48b03e557c8ee8079de88c,bfloat16,7.616,LlamaForCausalLM,Original,FINISHED,2024-06-12 12:26:55,fine-tuned,14564011,2025-01-16T01:01:27.080256,True,SrikanthChellappa
CultriX/Qwen2.5-14B-BrocaV9,,e1505dd5f9f2c8549cc852a1aca3ec545638e813,bfloat16,70.554,LlamaForCausalLM,Original,FAILED,2025-01-22 13:25:31,merge,14745484,2025-03-10T02:52:45.477841,False,Dampfinchen
BAAI/Infinity-Instruct-7M-Gen-mistral-7B,,2d664b90087a8f2e5569f0d88d8361189a3e5957,bfloat16,8.03,MistralForCausalLM,Original,FAILED,2024-09-15 13:31:36,pretrained,14681506,2024-08-12T14:35:12.310684,False,Cran-May
AGI-0/smartllama3.1-8B-001,,7f7fb7662fd8ec09029364f408053c954986c8e5,bfloat16,0.887,MistralForCausalLM,Original,FINISHED,2025-01-31 08:17:01,fine-tuned,14087373,2024-10-25T10:59:55.925529,False,Ahdoot
Azure99/blossom-v5.1-34b,,967ee983e2a0b163c12da69f1f81aaf8ffb2a456,bfloat16,7.768,Qwen2ForCausalLM,Original,FAILED,2024-06-12 12:27:04,pretrained,14749718,2024-12-31T19:55:04.553277,False,DeepMount00
Cran-May/merge_model_20250308_1,,b3360bd6093edb8a98696443405f94ce37a40bd2,bfloat16,8.03,Qwen2ForCausalLM,Original,FINISHED,2024-11-27 13:19:13,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8138998,2024-10-09T16:21:14.212077,False,PocketDoc
DavidAU/Mistral-Grand-R1-Dolphin-3.0-Deep-Reasoning-Brainstorm-45B,,77ca2edd6650455182d0c7e6a7be4249cfc34f8c,float16,32.764,Phi3ForCausalLM,Original,FAILED,2024-10-17 06:06:37,🤝 : 🤝 base merges and moerges,9334929,2024-06-16T17:30:34.432874,True,AALF
Ahmedhany216/Fake-news-gen,,7c4ee5d33686c4957ec70b30f1504f88198dd073,bfloat16,3.213,Qwen2ForCausalLM,Original,FAILED,2024-10-06 16:43:15,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14017489,2024-12-20T23:10:30.755118,False,CultriX
Aryanne/SHBA,,1c5d6cb4b4b890acbd3c3d69e22c256f8146ab48,float16,12.248,Qwen2ForCausalLM,Original,FINISHED,2025-01-01 02:45:32,merge,14359214,,False,bedio
DavidAU/L3-DARKEST-PLANET-16.5B,,218d47917320b2bd16edb30f6cba68767973ee91,bfloat16,16.537,Qwen2ForCausalLM,Original,FAILED,2024-06-27 00:14:58,chat,14364345,2024-09-21T07:16:52.355273,True,CombinHorizon
CultriX/Qwen2.5-14B-ReasoningMerge,,cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c,float16,10.034,Qwen2ForCausalLM,Original,FAILED,2024-09-15 14:40:25,merge,8673365,2024-08-12T14:08:44.833288,False,SuperNintendoChalmers
CultriX/Qwen2.5-14B-Hyperionv5,,33fe7318e700f67458fa3c1872f4821e35d0095a,bfloat16,8.371,LlamaForCausalLM,Original,FINISHED,2024-11-02 23:16:58,🔶 : 🔶 fine-tuned on domain-specific datasets,14747539,2024-09-20T12:18:11.066487,True,pszemraj
CultriX/Qwen2.5-14B-Emergedv3,,d9b3274662c2ac6c6058daac90504b5a8ebcac3c,4bit,32.764,LlamaForCausalLM,Original,FINISHED,2024-12-23 23:26:49,🤝 : 🤝 base merges and moerges,14395558,2025-02-24T03:37:00.913239,False,CoolSpring
Baptiste-HUVELLE-10/LeTriomphant2.1_ECE_iLab,,674c6d49b604fdf26e327e1e86c4fde0724b98e8,float16,6.91,MistralForCausalLM,Original,FINISHED,2024-06-12 13:39:08,merge,8096406,2024-10-24T15:28:36.599000,False,Daemontatox
6cf/QwQ-32B-Preview-IdeaWhiz-v1,,f4a147b717ba0e9392f96e343250b00239196a22,float16,7.616,MistralForCausalLM,Original,FINISHED,2024-09-23 13:53:47,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",8892861,2024-10-08T13:15:40.972382,True,PocketDoc
ArliAI/Llama-3.1-70B-ArliAI-RPMax-v1.1,,540bd352e59c63900af91b95a932b33aaee70c76,bfloat16,70.554,Qwen2ForCausalLM,Original,FINISHED,2024-07-13 21:14:21,🔶 : 🔶 fine-tuned on domain-specific datasets,8095665,2025-02-06T05:09:40.096339,False,Daemontatox
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,,643e7615446a20d9ffe7cb66b88a6791cc6ae1eb,bfloat16,3.085,MistralForCausalLM,Original,FINISHED,2024-06-27 06:22:11,fine-tuned,14691770,2024-12-23T05:55:57.286809,False,CultriX
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,,5d4b420e8c7defbb33dd50f8a590b6fd032d21bb,bfloat16,12.174,LlamaForCausalLM,Original,FINISHED,2024-10-09 08:44:12,🔶 : 🔶 fine-tuned on domain-specific datasets,8097302,2024-09-02T13:37:33.562023,False,BenevolenceMessiah
AI-MO/NuminaMath-7B-TIR,,8c632ae68bd385af2e2270933326edbcd0044e8c,bfloat16,46.703,LlamaForCausalLM,Original,FAILED,2025-02-21 06:47:21,🤝 : 🤝 base merges and moerges,10690918,2024-08-12T23:01:33.825649,False,Ahdoot
Delta-Vector/Control-8B-V1.1,,fead94d180d4997c92d9370b05567619adaa3acb,bfloat16,19.022,LlamaForCausalLM,Original,FINISHED,2025-03-09 03:32:58,🔶 : 🔶 fine-tuned on domain-specific datasets,14017324,2025-02-07T16:19:21.887691,False,Ahmedhany216
007ankit/mergekit-ties-xbmrcyj,,1106fd7a24859eb22f43eca9d18d7040a2c73f86,float16,6.738,Qwen2ForCausalLM,Original,FINISHED,2024-06-27 06:02:46,🤝 : 🤝 base merges and moerges,11832613,2025-01-13T12:27:03.226535,True,Daemontatox
3rd-Degree-Burn/L3.2-Math-Soup-3B,,47b8045ba10031e9bc3533b61e9955e05c7d4d30,bfloat16,9.242,Qwen2ForCausalLM,Original,FINISHED,2024-06-29 16:02:19,fine-tuned,14694222,2024-06-16T21:48:47.602488,True,ChuGyouk
Aashraf995/Qwen-Evo-7B,,0a590a4c6ec9ea7ba74a6eb91927b68accc9bb91,float16,32.764,Qwen2ForCausalLM,Original,FINISHED,2024-06-27 10:47:42,fine-tuned,14749716,2024-10-28T14:24:35.081556,True,Baptiste-HUVELLE-10
Alepach/notHumpback-M1-v2,,28b2cf24ee46567c55939ec12edc1bf17d445adb,bfloat16,1.544,MixtralForCausalLM,Original,FINISHED,2025-02-28 13:08:07,multimodal,14685447,2025-01-26T18:59:19.805199,True,Delta-Vector
DavidAU/Gemma-The-Writer-9B,,73c3a7bb1d8bc33dbfb1418f607e115a61d6720a,bfloat16,10.159,LlamaForCausalLM,Original,FAILED,2025-02-16 05:55:47,chat,5777955,2024-09-23T09:27:20.289828,False,
Chan-Y/MathLlama3.1,,8b8f3326a5547a424ea5d2104ffc04ad64006503,float16,7.616,Qwen2ForCausalLM,Original,FINISHED,2025-01-30 10:02:27,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",14598188,2025-03-11T00:38:41.981043,True,OwenArli
Daemontatox/PixelParse_AI,,d6e0221f0a3fc019049cc411fddc2bf2f646519e,bfloat16,10.67,Qwen2ForCausalLM,Original,FINISHED,2024-12-30 13:58:06,fine-tuned,9640226,2024-10-24T09:16:19.410215,False,paloalma
ArliAI/ArliAI-RPMax-12B-v1.1,,8358359ac3152fba1d284b2dcd00a4efc205cc63,bfloat16,12.248,LlamaForCausalLM,Original,FINISHED,2025-02-05 15:25:31,chat,9555440,2024-09-25T15:33:50.908465,True,adamog234
BAAI/Infinity-Instruct-3M-0625-Llama3-70B,,771924d1c83d67527d665913415d7086f11ea9c0,bfloat16,4.089,LlamaForCausalLM,Original,FINISHED,2024-09-23 07:08:28,🤝 : 🤝 base merges and moerges,14395721,2024-07-29T19:17:37.515663,False,Ateron
Alepach/notHumpback-M0,,6d4593645d1c4dc61d1c223922f635d79283d22b,bfloat16,14.77,MistralForCausalLM,Original,FAILED,2024-09-12 14:41:05,🔶 : 🔶 fine-tuned on domain-specific datasets,6693788,2024-06-17T14:32:41.855511,True,AtAndDev
Danielbrdz/Barcenas-14b-Phi-3-medium-ORPO,yam-peleg/Experiment26-7B,53b197b95c7a5b0b2fb23e40face26c94805e43e,bfloat16,32.764,MixtralForCausalLM,Original,FINISHED,2024-06-12 12:07:07,continuously pretrained,5777959,2024-10-18T01:30:22.510057,False,Daemontatox
AicoresSecurity/Cybernet-Sec-3B-R1-V1,,07c1b6130747a2508a806d3b8df13e221312c713,float16,24.942,Qwen2ForCausalLM,Original,FAILED,2024-07-13 00:46:18,🔶 : 🔶 fine-tuned on domain-specific datasets,8934162,2024-10-07T21:02:18.969444,False,DavidAU
Amaorynho/BBAI09V1,,edf2840350e7fd55895d9df560b489ac10ecb95e,bfloat16,21.421,Qwen2ForCausalLM,Original,FAILED,2024-12-11 01:28:21,🟩 : 🟩 continuously pretrained,14019471,2025-02-05T00:08:53.161135,False,007ankit
Daemontatox/Llama_cot,,01f7fabb6cfb26efeb764da4a0a19cad2c754232,bfloat16,14.66,CohereForCausalLM,Original,FINISHED,2024-10-09 13:16:46,"💬 : 💬 chat models (RLHF, DPO, IFT, ...)",10885447,2025-02-05T09:37:46.039219,True,CoolSpring
01-ai/Yi-6B-Chat,,601f2b8c448acc5686656d3979ed732ce050b827,8bit,12.248,Phi3ForCausalLM,Original,FINISHED,2025-03-10 02:25:02,fine-tuned,8094560,2024-12-29T07:11:38.692673,False,1024m
