repo_name,path,size,content,license
""  x[1] += (((x[0] << 4) + ikey[2]) ^ (x[0] + sum)) ^ ((x[0] >> 5) + ikey[3]);\n"" \
""  x[2] += (((x[3] << 4) + ikey[0]) ^ (x[3] + sum)) ^ ((x[3] >> 5) + ikey[1]);\n"" \
""  x[3] += (((x[2] << 4) + ikey[2]) ^ (x[2] + sum)) ^ ((x[2] >> 5) + ikey[3]);\n"" \
"" }\n"" \
"" odata = x; \n"" \
""}\n""

#define TEA_DECRYPT_SOURCE \
""#version 130\n"" \
""#extension GL_EXT_gpu_shader4 : enable\n"" \
""uniform usampler2D idata;\n"" \
""uniform uvec4 ikey; \n"" \
""uniform uint rounds; \n"" \
""out uvec4 odata; \n"" \
""void main(void) {\n"" \
"" uvec4 x = texture(idata, gl_TexCoord[0].st);\n"" \
"" uint delta = uint(0x9e3779b9); \n"" \
"" uint sum = delta * rounds; \n"" \
"" for (uint i = uint(0); i < rounds; ++i) {\n"" \
""  x[1] -= (((x[0] << 4) + ikey[2]) ^ (x[0] + sum)) ^ ((x[0] >> 5) + ikey[3]);\n"" \
""  x[0] -= (((x[1] << 4) + ikey[0]) ^ (x[1] + sum)) ^ ((x[1] >> 5) + ikey[1]);\n"" \
""  x[3] -= (((x[2] << 4) + ikey[2]) ^ (x[2] + sum)) ^ ((x[2] >> 5) + ikey[3]);\n"" \
""  x[2] -= (((x[3] << 4) + ikey[0]) ^ (x[3] + sum)) ^ ((x[3] >> 5) + ikey[1]);\n"" \
""  sum -= delta; \n"" \
"" }\n"" \
"" odata = x; \n"" \
""}\n""

const char *teatime_encrypt_source()
{
    return TEA_ENCRYPT_SOURCE;
}

const char *teatime_decrypt_source()
{
    return TEA_DECRYPT_SOURCE;
}
",mit
voostindie/sprox-json,app/Department.php,2042,"name             'google_app_engine'
description      'A cookbook to download and install the google app engine SDK on a Linux system.'
version          '1.0.0'
maintainer       'Bernd Hoffmann'
maintainer_email 'info@gebeat.com'
license          'MIT'
long_description IO.read(File.join(File.dirname(__FILE__), 'README.md'))",mit
baites/baites.github.io,app/html/Form/checkbox-001.html,226,"# MondrianRedisSegmentCache

Mondrian ships with an in memory segment cache that is great for standalone deployments of Mondrian, but doesn't
scale out with multiple nodes.  An interface is provided for extending Mondrian with a shared Segment Cache and
examples of other implementations are in the links below.

In order to use Mondrian with Redis (our preferred caching layer) and Ruby (our preferred language -- Jruby) we had
to implement the SegmentCache interface from Mondrian and use the Redis notifications api.

Mondrian's segment cache needs to be able to get/set/remove cache items and also get any updates from the caching server
as other nodes are getting/setting/removing entries.  This means that we need to use both the notifications and subscribe
api's from Redis.

http://stackoverflow.com/questions/17533594/implementing-a-mondrian-shared-segmentcache
http://mondrian.pentaho.com/api/mondrian/spi/SegmentCache.html
https://github.com/pentaho/mondrian/blob/master/src/main/mondrian/rolap/cache/MemorySegmentCache.java
https://github.com/webdetails/cdc
http://redis.io/topics/notifications

## Installation

Add this line to your application's Gemfile:

    gem 'mondrian_redis_segment_cache'

And then execute:

    $ bundle

Or install it yourself as:

    $ gem install mondrian_redis_segment_cache

## Usage

If using Rails you can put the configuration in an initializer

```ruby
require 'redis'
require 'mondrian_redis_segment_cache'

# Setup a Redis connection
MONDRIAN_REDIS_CONNECTION = Redis.new(:url => ""redis://localhost:1234/2"")
MONDRIAN_SEGMENT_CACHE = ::MondrianRedisSegmentCache::Cache.new(MONDRIAN_REDIS_CONNECTION)

# Register the segment cache with the Mondrian Injector
::Java::MondrianSpi::SegmentCache::SegmentCacheInjector::add_cache(MONDRIAN_SEGMENT_CACHE)
```

In Redis we use the notifications api, so you must turn it on!
It is off by default because it is a new feature and can be CPU intensive. Redis does a ton, so there is a minimum of notifications
that must be turned on for this gem to work.

`notify-keyspace-events Egex$`

This tells Redis to publish keyevent events (which means we can subscribe to things like set/del) and to publish the generic commands
(like DEL, EXPIRE) and finally String commands (like SET)

The SegmentCache uses these notifications to keep Mondrian in sync across your Mondrian instances.
It also eager loads the current cached items into the listeners when they are added to the cache.  This allows
an existing cache to be reused between deploys.

Cache expiry is handled by the options `:ttl` and `:expires_at`

If you want a static ttl (time to live) then each key that is inserted will be set to expire after the ttl completes.  This is
not always optimal for an analytics cache and you may want all keys to expire at the same time (potentially on a daily basis).

If you want all keys to expire at the same time you should use `:expires_at` in the options hash. This should be the hour that
you want all keys to expire on.  1 being 1am, 2 being 2am, 15 being 3pm and so on.


## Contributing

1. Fork it
2. Create your feature branch (`git checkout -b my-new-feature`)
3. Commit your changes (`git commit -am 'Add some feature'`)
4. Push to the branch (`git push origin my-new-feature`)
5. Create new Pull Request
",mit
alexeagle/material2,Example Project/Pods/ObjectiveDropboxOfficial/Source/ObjectiveDropboxOfficial/Shared/Generated/ApiObjects/TeamLog/Headers/DBTEAMLOGFileRevertDetails.h,2828,"package com.codenotfound.endpoint;

import java.math.BigInteger;

import org.example.ticketagent.ObjectFactory;
import org.example.ticketagent.TFlightsResponse;
import org.example.ticketagent.TListFlights;
import org.example.ticketagent_wsdl11.TicketAgent;

public class TicketAgentImpl implements TicketAgent {

  @Override
  public TFlightsResponse listFlights(TListFlights body) {
    ObjectFactory factory = new ObjectFactory();
    TFlightsResponse response = factory.createTFlightsResponse();
    response.getFlightNumber().add(BigInteger.valueOf(101));

    return response;
  }
}
",mit
fjeller/ADC2016_Mvc5Sample,generators/cm-puppet/templates/build.sh,436,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"">
<!--NewPage-->
<HTML>
<HEAD>
<!-- Generated by javadoc (build 1.6.0_65) on Sat Dec 27 23:31:06 CST 2014 -->
<TITLE>
Uses of Class pages.MarkovTable
</TITLE>

<META NAME=""date"" CONTENT=""2014-12-27"">

<LINK REL =""stylesheet"" TYPE=""text/css"" HREF=""../../stylesheet.css"" TITLE=""Style"">

<SCRIPT type=""text/javascript"">
function windowTitle()
{
    if (location.href.indexOf('is-external=true') == -1) {
        parent.document.title=""Uses of Class pages.MarkovTable"";
    }
}
</SCRIPT>
<NOSCRIPT>
</NOSCRIPT>

</HEAD>

<BODY BGCOLOR=""white"" onload=""windowTitle();"">
<HR>


<!-- ========= START OF TOP NAVBAR ======= -->
<A NAME=""navbar_top""><!-- --></A>
<A HREF=""#skip-navbar_top"" title=""Skip navigation links""></A>
<TABLE BORDER=""0"" WIDTH=""100%"" CELLPADDING=""1"" CELLSPACING=""0"" SUMMARY="""">
<TR>
<TD COLSPAN=2 BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">
<A NAME=""navbar_top_firstrow""><!-- --></A>
<TABLE BORDER=""0"" CELLPADDING=""0"" CELLSPACING=""3"" SUMMARY="""">
  <TR ALIGN=""center"" VALIGN=""top"">
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../../pages/package-summary.html""><FONT CLASS=""NavBarFont1""><B>Package</B></FONT></A>&nbsp;</TD>
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../../pages/MarkovTable.html"" title=""class in pages""><FONT CLASS=""NavBarFont1""><B>Class</B></FONT></A>&nbsp;</TD>
  <TD BGCOLOR=""#FFFFFF"" CLASS=""NavBarCell1Rev""> &nbsp;<FONT CLASS=""NavBarFont1Rev""><B>Use</B></FONT>&nbsp;</TD>
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../package-tree.html""><FONT CLASS=""NavBarFont1""><B>Tree</B></FONT></A>&nbsp;</TD>
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../../deprecated-list.html""><FONT CLASS=""NavBarFont1""><B>Deprecated</B></FONT></A>&nbsp;</TD>
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../../index-files/index-1.html""><FONT CLASS=""NavBarFont1""><B>Index</B></FONT></A>&nbsp;</TD>
  <TD BGCOLOR=""#EEEEFF"" CLASS=""NavBarCell1"">    <A HREF=""../../help-doc.html""><FONT CLASS=""NavBarFont1""><B>Help</B></FONT></A>&nbsp;</TD>
  </TR>
</TABLE>
</TD>
<TD ALIGN=""right"" VALIGN=""top"" ROWSPAN=3><EM>
</EM>
</TD>
</TR>

<TR>
<TD BGCOLOR=""white"" CLASS=""NavBarCell2""><FONT SIZE=""-2"">
&nbsp;PREV&nbsp;
&nbsp;NEXT</FONT></TD>
<TD BGCOLOR=""white"" CLASS=""NavBarCell2""><FONT SIZE=""-2"">
  <A HREF=""../../index.html?pages//class-useMarkovTable.html"" target=""_top""><B>FRAMES</B></A>  &nbsp;
&nbsp;<A HREF=""MarkovTable.html"" target=""_top""><B>NO FRAMES</B></A>  &nbsp;
&nbsp;<SCRIPT type=""text/javascript"">
  <!--
  if(window==top) {
    document.writeln('<A HREF=""../../allclasses-noframe.html""><B>All Classes</B></A>');
  }
  //-->
</SCRIPT>
<NOSCRIPT>
  <A HREF=""../../allclasses-noframe.html""><B>All Classes</B></A>
</NOSCRIPT>


</FONT></TD>
</TR>
</TABLE>
<A NAME=""skip-navbar_top""></A>
<!-- ========= END OF TOP NAVBAR ========= -->

<HR>
<CENTER>
<H2>
<B>Uses of Class<br>pages.MarkovTable</B></H2>
</CENTER>
<A NAME=""pages""><!-- --></A>
<TABLE BORDER=""1"" WIDTH=""100%"" CELLPADDING=""3"" CELLSPACING=""0"" SUMMARY="""">
<TR BGCOLOR=""#CCCCFF"" CLASS=""TableHeadingColor"">
<TH ALIGN=""left"" COLSPAN=""2""><FONT SIZE=""+2"">
Uses of <A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A> in <A HREF=""../../pages/package-summary.html"">pages</A></FONT></TH>
</TR>
</TABLE>
&nbsp;
<P>

<TABLE BORDER=""1"" WIDTH=""100%"" CELLPADDING=""3"" CELLSPACING=""0"" SUMMARY="""">
<TR BGCOLOR=""#CCCCFF"" CLASS=""TableSubHeadingColor"">
<TH ALIGN=""left"" COLSPAN=""2"">Fields in <A HREF=""../../pages/package-summary.html"">pages</A> declared as <A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></FONT></TH>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
<CODE>(package private) &nbsp;<A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></CODE></FONT></TD>
<TD><CODE><B>Model.</B><B><A HREF=""../../pages/Model.html#markov"">markov</A></B></CODE>

<BR>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</TD>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
<CODE>private &nbsp;<A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></CODE></FONT></TD>
<TD><CODE><B>ClassifyingThread.</B><B><A HREF=""../../pages/ClassifyingThread.html#markov"">markov</A></B></CODE>

<BR>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</TD>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
<CODE>private &nbsp;<A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></CODE></FONT></TD>
<TD><CODE><B>ClassifyingExecutor.</B><B><A HREF=""../../pages/ClassifyingExecutor.html#markov"">markov</A></B></CODE>

<BR>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</TD>
</TR>
</TABLE>
&nbsp;
<P>

<TABLE BORDER=""1"" WIDTH=""100%"" CELLPADDING=""3"" CELLSPACING=""0"" SUMMARY="""">
<TR BGCOLOR=""#CCCCFF"" CLASS=""TableSubHeadingColor"">
<TH ALIGN=""left"" COLSPAN=""2"">Methods in <A HREF=""../../pages/package-summary.html"">pages</A> that return <A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></FONT></TH>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
<CODE>&nbsp;<A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></CODE></FONT></TD>
<TD><CODE><B>Corpus.</B><B><A HREF=""../../pages/Corpus.html#makeMarkovTable(java.util.ArrayList, double)"">makeMarkovTable</A></B>(java.util.ArrayList&lt;java.lang.String&gt;&nbsp;volumesToUse,
                double&nbsp;alpha)</CODE>

<BR>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</TD>
</TR>
</TABLE>
&nbsp;
<P>

<TABLE BORDER=""1"" WIDTH=""100%"" CELLPADDING=""3"" CELLSPACING=""0"" SUMMARY="""">
<TR BGCOLOR=""#CCCCFF"" CLASS=""TableSubHeadingColor"">
<TH ALIGN=""left"" COLSPAN=""2"">Methods in <A HREF=""../../pages/package-summary.html"">pages</A> with parameters of type <A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A></FONT></TH>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
<CODE>&nbsp;void</CODE></FONT></TD>
<TD><CODE><B>GenrePredictorMulticlass.</B><B><A HREF=""../../pages/GenrePredictorMulticlass.html#classify(java.lang.String, java.lang.String, java.lang.String, pages.MarkovTable, java.util.ArrayList, pages.Vocabulary, pages.FeatureNormalizer, boolean)"">classify</A></B>(java.lang.String&nbsp;thisFile,
         java.lang.String&nbsp;inputDir,
         java.lang.String&nbsp;outputDir,
         <A HREF=""../../pages/MarkovTable.html"" title=""class in pages"">MarkovTable</A>&nbsp;markov,
         java.util.ArrayList&lt;java.lang.String&gt;&nbsp;genres,
         <A HREF=""../../pages/Vocabulary.html"" title=""class in pages"">Vocabulary</A>&nbsp;vocabulary,
         <A HREF=""../../pages/FeatureNormalizer.html"" title=""class in pages"">FeatureNormalizer</A>&nbsp;normalizer,
         boolean&nbsp;isPairtree)</CODE>

<BR>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</TD>
</TR>
<TR BGCOLOR=""white"" CLASS=""TableRowColor"">
<TD ALIGN=""right"" VALIGN=""top"" WIDTH=""1%""><FONT SIZE=""-1"">
