episode_id,source_path,outcome,num_frames,num_track_points,external_cameras,wrist_camera,cameras_with_2d_tracks,cam2base_calibration,fx,fy,cx,cy,width,height,k1,k2,p1,p2,k3
,,,,,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-21-12h-56m-19s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:56:19_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.850500190912562, '22008760_source': 'GT', '24400334': [0.08424549302702831, -0.3624039155270787, 0.312482494891194, -1.8902992201121107, -0.1460086135648615, -0.8413108307178941], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 30242.0, '24400334_source': 'Pred'}}",732.2020874023438,531.8076782226562,639.7769775390625,370.27764892578125,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,266.0,960.0,,18026681,,,732.2020874023438,732.2020874023438,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-12/Wed_Jul_12_11:46:23_2023,,167.0,960.0,"['24400334', '22008760']",,,,524.3060913085938,,639.776611328125,,,720.0,0.0,,0.0,0.0,0.0
,,,,,"['24400334', '22008760']",,"['24400334', '22008760', '18026681']",,531.9035034179688,,640.0441284179688,344.0088806152344,1280.0,720.0,0.0,0.0,,,0.0
,,failure,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-14-16h-45m-14s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:45:14_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.881741698974075, '24400334_source': 'GT', '22008760': [0.17691284202013302, 0.6173239391779841, 0.39893157467985274, -2.0394285531766188, -0.12469387595186965, -2.6392932264616813], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 56189.0, '22008760_source': 'Pred'}}",524.2788696289062,524.4148559570312,639.7766723632812,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:53:39_2023,,,,,18026681,"['24400334', '22008760', '18026681']",,,531.8135375976562,636.15185546875,344.0083923339844,1280.0,,0.0,0.0,,0.0,
,AUTOLab/failure/2023-07-26/Wed_Jul_26_16:28:02_2023,,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-21-12h-32m-56s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:32:56_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8667333112685665, '22008760_source': 'GT', '24400334': [0.08800268849458069, -0.37640626205012034, 0.32632503788037653, -1.9088416169234521, -0.14092077014504945, -0.8374319504410717], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 25341.0, '24400334_source': 'Pred'}}",524.3763427734375,524.351806640625,639.7761840820312,370.2781677246094,1280.0,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:57:00_2023,,343.0,960.0,,18026681,,,732.2020874023438,524.37255859375,,344.00872802734375,,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-31m-41s,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:15:37_2023,failure,,,,,"['24400334', '22008760', '18026681']",,,,636.1517944335938,370.27801513671875,,,0.0,,0.0,,0.0
,AUTOLab/failure/2023-07-08/Sat_Jul__8_11:01:43_2023,,,,,,"['24400334', '22008760', '18026681']","{'AUTOLab+5d05c5aa+2023-07-26-16h-27m-32s': {'relative_path': 'AUTOLab/failure/2023-07-26/Wed_Jul_26_16:27:32_2023', '24400334': [0.22496777546106378, -0.46252874908001973, 0.34986507477851264, -1.919259985032204, 0.0026313439193381694, -0.8400293181105547], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.742661918968338, '24400334_source': 'GT', '22008760': [0.3466221963851771, 0.5721798354453999, 0.38273747009892917, -2.0399492550211185, -0.019194463011699803, -2.81868606940933], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8895522629877758, '22008760_source': 'GT'}}",531.8024291992188,524.3568725585938,639.7760009765625,344.0086364746094,,720.0,0.0,0.0,,0.0,
,,,168.0,,,,,,531.722900390625,732.2020874023438,639.7754516601562,,1280.0,,0.0,0.0,0.0,0.0,0.0
,,,101.0,,,,,"{'AUTOLab+84bd5053+2023-07-21-12h-58m-48s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:58:48_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8757822673661495, '22008760_source': 'GT', '24400334': [0.087651490114749, -0.3448452216776926, 0.31333631877288604, -1.891517505041904, -0.14321854450822102, -0.8395063914047158], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 30940.0, '24400334_source': 'Pred'}}",524.36328125,524.3995971679688,640.0441284179688,365.7880554199219,,720.0,0.0,,0.0,0.0,
,AUTOLab/failure/2023-07-21/Fri_Jul_21_15:34:49_2023,failure,,960.0,,18026681,,,524.38427734375,,639.77685546875,370.2779235839844,1280.0,720.0,0.0,0.0,,0.0,
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:57:29_2023,,,960.0,"['22008760', '24400334']",18026681,,,732.2020874023438,524.421142578125,,370.2784729003906,1280.0,720.0,,0.0,0.0,0.0,
,,,,960.0,,,,,531.8807983398438,524.3289184570312,639.7762451171875,370.2779541015625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-17h-26m-03s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-21-12h-31m-41s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:31:41_2023', '24400334': [0.13571399730802516, -0.5260054242697205, 0.2991680466882737, -1.9129159808305245, -0.07570182865119501, -0.729133410079116], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7027533116027463, '24400334_source': 'GT', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8594721041258996, '22008760_source': 'GT'}}",531.7877197265625,524.35205078125,639.7767333984375,370.278564453125,1280.0,720.0,,0.0,,0.0,0.0
,AUTOLab/failure/2023-07-07/Fri_Jul__7_10:00:27_2023,,,,,,,,524.4777221679688,732.2020874023438,640.0441284179688,370.27777099609375,,720.0,0.0,,,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:46:05_2023,failure,,,,18026681,,,531.9302368164062,732.2020874023438,,344.00848388671875,,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-14/Fri_Jul_14_16:47:37_2023,,,,,18026681,,,,,639.7762451171875,365.7880554199219,,720.0,,0.0,,0.0,0.0
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-07-14h-47m-22s': {'relative_path': 'AUTOLab/failure/2023-07-07/Fri_Jul__7_14:47:22_2023', '24400334': [0.1914196315647823, -0.43125209414265453, 0.30929078644443253, -1.8882083581043219, -0.06516730442052321, -0.8378712049810898], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.7958951397053305, '24400334_source': 'GT', '22008760': [0.36616061969083763, 0.5188671311125387, 0.337930103567459, -2.0183249399863823, -0.18796932144755596, -2.2001819389115993], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 32655.0, '22008760_source': 'Pred'}}",,732.2020874023438,639.7769165039062,370.2779846191406,,,0.0,0.0,0.0,0.0,0.0
,,,,,,,,"{'AUTOLab+5d05c5aa+2023-07-13-11h-26m-16s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_11:26:16_2023', '24400334': [0.28168829212273516, -0.48982425827139536, 0.29958134735889164, -1.9260917296512057, -0.01594116473449625, -0.7112080063957732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8602663859965668, '24400334_source': 'GT', '22008760': [0.4469095641130539, 0.4329151945348587, 0.4049502812203877, -1.9920164591077247, 0.05988320728808638, -2.721137041801416], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7812574422481543, '22008760_source': 'GT'}}",732.2020874023438,,636.1520385742188,344.00872802734375,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-23-21h-26m-26s,,,,,,,,,531.8642578125,732.2020874023438,636.1508178710938,365.7880554199219,,720.0,0.0,,0.0,0.0,0.0
,,,449.0,960.0,"['22008760', '24400334']",,,,531.8126831054688,524.3278198242188,639.7766723632812,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,0.0
,,,74.0,,,,,,524.4598999023438,,639.7772216796875,365.7880554199219,1280.0,720.0,,,,0.0,0.0
,,,,,,,"['22008760', '24400334', '18026681']","{'AUTOLab+84bd5053+2023-07-08-10h-12m-09s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:12:09_2023', '22008760': [0.3779765552622767, 0.5513553373457829, 0.3428649995747571, -2.0062895619791954, -0.13030313054401077, -2.237826943011561], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7997587816224557, '22008760_source': 'GT', '24400334': [0.20683107187702418, -0.3349738254345271, 0.31222169901644226, -1.9033522448165798, 0.009299305526836665, -0.5837356267381847], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 38047.0, '24400334_source': 'Pred'}}",732.2020874023438,531.843994140625,639.7763671875,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,0.0,
,,failure,,,"['24400334', '22008760']",,,,531.8178100585938,732.2020874023438,,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-16h-18m-48s,,,,,"['22008760', '24400334']",18026681,,,,524.5088500976562,636.15234375,370.27813720703125,,720.0,0.0,0.0,0.0,,0.0
,,,,,,,,,732.2020874023438,732.2020874023438,640.0441284179688,344.0085754394531,1280.0,720.0,0.0,0.0,,,
,AUTOLab/failure/2023-07-21/Fri_Jul_21_15:31:10_2023,,,,"['22008760', '24400334']",,,,732.2020874023438,531.873046875,640.0441284179688,344.00872802734375,1280.0,,0.0,,,0.0,0.0
AUTOLab+84bd5053+2023-07-12-11h-46m-23s,,failure,,,,,,,,531.7889404296875,639.7769775390625,344.0093688964844,1280.0,720.0,0.0,0.0,,0.0,0.0
,,failure,75.0,,,18026681,,,524.351806640625,732.2020874023438,640.0441284179688,344.0086669921875,1280.0,720.0,0.0,0.0,,,0.0
,AUTOLab/failure/2023-07-07/Fri_Jul__7_10:38:48_2023,,,960.0,,,"['24400334', '22008760', '18026681']",,524.3921508789062,732.2020874023438,640.0441284179688,370.278076171875,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,failure,170.0,,,,,,,,636.1516723632812,,1280.0,720.0,,,0.0,,
AUTOLab+84bd5053+2023-07-21-15h-31m-55s,,failure,170.0,,,18026681,,,524.3540649414062,,640.0441284179688,365.7880554199219,,720.0,0.0,0.0,0.0,0.0,
,,,,,"['24400334', '22008760']",,"['22008760', '24400334', '18026681']",,,524.406494140625,640.0441284179688,,,720.0,,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-26/Wed_Jul_26_16:54:22_2023,,,,"['24400334', '22008760']",,,,524.3289184570312,524.36328125,636.1519775390625,344.0086669921875,,720.0,,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-23/Sun_Jul_23_21:26:44_2023,,,,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-14-17h-15m-41s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:15:41_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8825866510379043, '24400334_source': 'GT', '22008760': [0.18394765805855354, 0.6240794847620841, 0.39522771919493643, -2.042483666246279, -0.11167631975726744, -2.6526289037194433], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 68607.0, '22008760_source': 'Pred'}}",524.4266967773438,524.4439697265625,640.0441284179688,370.27783203125,1280.0,,0.0,0.0,0.0,0.0,0.0
,,failure,,960.0,"['24400334', '22008760']",,,,,732.2020874023438,639.7763671875,344.0084533691406,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:37:16_2023,failure,,,,18026681,,"{'AUTOLab+5d05c5aa+2023-07-13-10h-38m-12s': {'relative_path': 'AUTOLab/failure/2023-07-13/Thu_Jul_13_10:38:12_2023', '22008760': [0.44199436603915176, 0.42757606470808845, 0.4071898726638451, -2.0099261887023445, 0.04129500691689714, -2.7746073946226497], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.6489307643446962, '22008760_source': 'GT', '24400334': [0.21792717723219773, -0.480035806661628, 0.31127600045151577, -1.9302047725961644, -0.031257602873980606, -0.7938249298136201], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 25481.0, '24400334_source': 'Pred'}}",,524.380615234375,636.1527099609375,344.00872802734375,1280.0,720.0,0.0,,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-07-18h-51m-08s,,,,,,,,,524.3334350585938,524.3651733398438,640.0441284179688,365.7880554199219,,,0.0,0.0,0.0,0.0,0.0
,,failure,,,,,,,531.8023681640625,531.7421264648438,640.0441284179688,,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,524.3927001953125,,639.7766723632812,365.7880554199219,,720.0,0.0,0.0,0.0,0.0,
,,failure,,,"['22008760', '24400334']",18026681,,"{'AUTOLab+84bd5053+2023-07-08-09h-47m-56s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_09:47:56_2023', '24400334': [0.21341477116096785, -0.3625123315684686, 0.3019412985971104, -1.9138312304011444, 0.03892470243685375, -0.561854195056732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6227087043050172, '24400334_source': 'GT', '22008760': [0.3779765552622767, 0.5513553373457829, 0.3428649995747571, -2.0062895619791954, -0.13030313054401077, -2.237826943011561], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.7758499600957701, '22008760_source': 'GT'}}",732.2020874023438,531.9039916992188,640.0441284179688,,1280.0,720.0,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:07:13_2023,,,,,,"['22008760', '24400334', '18026681']","{'AUTOLab+84bd5053+2023-07-21-12h-57m-38s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:57:38_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8815310181015312, '22008760_source': 'GT', '24400334': [0.08226871045113146, -0.3418477317754274, 0.3202517820501738, -1.8961429054768117, -0.153678500875303, -0.8394576997390013], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 28086.0, '24400334_source': 'Pred'}}",,531.8289184570312,639.775390625,365.7880554199219,1280.0,720.0,,0.0,0.0,,0.0
AUTOLab+84bd5053+2023-07-14-16h-52m-02s,,failure,,,,,,,732.2020874023438,531.8638305664062,639.7778930664062,344.0086975097656,,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-21/Fri_Jul_21_15:31:55_2023,,800.0,,,,"['24400334', '22008760', '18026681']",,732.2020874023438,,639.7757568359375,370.2781066894531,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-21/Fri_Jul_21_12:58:33_2023,,449.0,960.0,,,"['24400334', '22008760', '18026681']",,,732.2020874023438,640.0441284179688,,,,0.0,,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-14-17h-15m-08s,,,,,,,"['24400334', '22008760', '18026681']",,531.8579711914062,524.3305053710938,,365.7880554199219,1280.0,720.0,0.0,,,,0.0
AUTOLab+5d05c5aa+2023-07-26-16h-59m-23s,AUTOLab/failure/2023-07-07/Fri_Jul__7_10:39:19_2023,,93.0,,,,,,524.4097290039062,,,,,720.0,0.0,,0.0,0.0,0.0
,,,,,,,,,732.2020874023438,732.2020874023438,640.0441284179688,344.0087585449219,1280.0,720.0,,0.0,0.0,0.0,
,,,,,,,,,,531.9868774414062,636.1519165039062,,,720.0,0.0,0.0,,,0.0
AUTOLab+5d05c5aa+2023-07-07-18h-50m-52s,,failure,,,,,"['24400334', '22008760', '18026681']",,,,636.1524658203125,,1280.0,720.0,0.0,,0.0,0.0,
,,,,,,18026681,,"{'AUTOLab+84bd5053+2023-07-08-10h-23m-42s': {'relative_path': 'AUTOLab/failure/2023-07-08/Sat_Jul__8_10:23:42_2023', '24400334': [0.21341477116096785, -0.3625123315684686, 0.3019412985971104, -1.9138312304011444, 0.03892470243685375, -0.561854195056732], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6857971909245254, '24400334_source': 'GT', '22008760': [0.33510986353995226, 0.4966221208042064, 0.34852741385781605, -2.0477734461896997, -0.12396374174578129, -2.1600943817169984], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 26326.0, '22008760_source': 'Pred'}}",531.89697265625,,639.776123046875,365.7880554199219,1280.0,720.0,0.0,,,0.0,0.0
,AUTOLab/failure/2023-07-14/Fri_Jul_14_17:02:13_2023,failure,,,,18026681,,,524.3980102539062,,,370.2774963378906,,720.0,0.0,0.0,0.0,0.0,0.0
,,,,,"['24400334', '22008760']",,,,524.4268188476562,531.81982421875,639.7760620117188,370.2778015136719,,720.0,,0.0,,0.0,
,,,100.0,,,18026681,,,,524.37158203125,636.1514282226562,344.0084533691406,1280.0,720.0,0.0,0.0,0.0,,
,,,147.0,,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-14-16h-52m-38s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:52:38_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.916033294884185, '24400334_source': 'GT', '22008760': [0.17579708257782384, 0.617239650236635, 0.3994785482501812, -2.0417635950650013, -0.1227488469744602, -2.6398540001918414], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 54789.0, '22008760_source': 'Pred'}}",,732.2020874023438,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,0.0,,0.0,
AUTOLab+5d05c5aa+2023-07-13-10h-58m-28s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-48m-12s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:48:12_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.8472232647627024, '24400334_source': 'GT', '22008760': [0.1731957606555592, 0.6011079555376637, 0.4080805303281624, -2.054247902000154, -0.12300249938440744, -2.6269389021974234], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 49613.0, '22008760_source': 'Pred'}}",732.2020874023438,524.380859375,640.0441284179688,365.7880554199219,1280.0,720.0,0.0,,0.0,0.0,
,,,,,,,,,732.2020874023438,732.2020874023438,,344.0084533691406,1280.0,720.0,0.0,0.0,0.0,0.0,
,,,,960.0,,18026681,,,,,,,1280.0,,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-13h-08m-56s,,,,960.0,,,,,531.8212890625,531.9014282226562,640.0441284179688,370.2779846191406,,,,0.0,0.0,0.0,0.0
,,,,,"['22008760', '24400334']",18026681,,,732.2020874023438,524.412353515625,640.0441284179688,,,720.0,0.0,,0.0,0.0,0.0
AUTOLab+5d05c5aa+2023-07-23-21h-33m-22s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-57m-29s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:57:29_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9135421570248985, '24400334_source': 'GT', '22008760': [0.17534659451658996, 0.612197781861268, 0.3972315478895234, -2.0399109710584895, -0.12529174365430995, -2.635125856762141], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 56419.0, '22008760_source': 'Pred'}}",,524.2788696289062,640.0441284179688,365.7880554199219,,,,,0.0,0.0,0.0
,,,,960.0,"['24400334', '22008760']",,,,524.3935546875,531.8449096679688,639.77685546875,344.00885009765625,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-13h-13m-17s,,,,,,,,,524.3220825195312,531.8238525390625,639.7767333984375,344.00860595703125,1280.0,,0.0,0.0,,0.0,0.0
AUTOLab+5d05c5aa+2023-07-13-10h-53m-16s,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:13:10_2023,,,960.0,"['24400334', '22008760']",,,,732.2020874023438,,636.1512451171875,370.2778015136719,1280.0,720.0,0.0,0.0,0.0,0.0,0.0
,AUTOLab/failure/2023-07-08/Sat_Jul__8_09:47:56_2023,,,,,,"['24400334', '22008760', '18026681']",,524.3464965820312,531.7634887695312,636.1513671875,,1280.0,720.0,0.0,0.0,0.0,,
,AUTOLab/failure/2023-07-21/Fri_Jul_21_13:00:19_2023,,,960.0,,,"['24400334', '22008760', '18026681']","{'AUTOLab+84bd5053+2023-07-21-13h-07m-39s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_13:07:39_2023', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8512682436587817, '22008760_source': 'GT', '24400334': [0.0892963315708457, -0.32791770425689243, 0.31952474925922353, -1.9022877931531488, -0.14312096605047953, -0.843576839644778], '24400334_metric_type': 'num_matches', '24400334_quality_metric': 28833.0, '24400334_source': 'Pred'}}",524.379638671875,,,344.008544921875,1280.0,720.0,0.0,,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-13h-07m-39s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-21-12h-15m-37s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_12:15:37_2023', '24400334': [0.13571399730802516, -0.5260054242697205, 0.2991680466882737, -1.9129159808305245, -0.07570182865119501, -0.729133410079116], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.6893236295653336, '24400334_source': 'GT', '22008760': [0.25542015020200937, 0.8138909353166303, 0.39844534295161027, -1.7535007872739103, 0.02562944898111974, -2.617874160159564], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.8689987219779601, '22008760_source': 'GT'}}",524.45751953125,524.4473266601562,639.7766723632812,,1280.0,720.0,,0.0,0.0,0.0,
,,,267.0,960.0,"['24400334', '22008760']",,,,531.957763671875,531.8195190429688,636.151611328125,370.27783203125,1280.0,,0.0,,,,
,,,,,,,,,531.8795166015625,,640.0441284179688,,,720.0,0.0,0.0,0.0,,0.0
,,failure,,,,,,,,,,365.7880554199219,1280.0,,,0.0,0.0,0.0,0.0
AUTOLab+84bd5053+2023-07-21-12h-14m-36s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-21-15h-31m-10s': {'relative_path': 'AUTOLab/failure/2023-07-21/Fri_Jul_21_15:31:10_2023', '24400334': [0.10098759893841369, -0.6136604271831838, 0.33183763510265907, -1.9826719431745996, -0.12314054468307978, -0.6418647913493589], '24400334_metric_type': 'Reprojection_error', '24400334_quality_metric': 6.021020412445068, '24400334_source': 'Pred', '22008760': [0.2544810106537049, 0.81710616305262, 0.39850798124203, -1.771547130906803, 0.022984560108673557, -2.6101066832711513], '22008760_metric_type': 'IoU', '22008760_quality_metric': 0.927076189543124, '22008760_source': 'GT'}}",531.8460083007812,732.2020874023438,639.77734375,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,
AUTOLab+84bd5053+2023-07-14-16h-52m-38s,AUTOLab/failure/2023-07-08/Sat_Jul__8_11:27:42_2023,,,960.0,"['24400334', '22008760']",,,,531.80712890625,531.8438110351562,,365.7880554199219,1280.0,720.0,0.0,,0.0,,0.0
AUTOLab+5d05c5aa+2023-07-13-11h-21m-39s,,,,,"['24400334', '22008760']",,,"{'AUTOLab+84bd5053+2023-07-14-17h-02m-13s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_17:02:13_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.862325605296289, '24400334_source': 'GT', '22008760': [0.15142402765760782, 0.563166730329089, 0.3800042863169288, -2.0373512148755255, -0.0944216086113383, -2.597834806019543], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 40685.0, '22008760_source': 'Pred'}}",531.8289184570312,,640.0441284179688,370.27764892578125,1280.0,720.0,,0.0,0.0,0.0,0.0
,,,1192.0,,,18026681,,,732.2020874023438,531.8406372070312,636.15185546875,344.0085754394531,1280.0,720.0,0.0,0.0,0.0,0.0,
,,,446.0,,"['24400334', '22008760']",18026681,,,,732.2020874023438,636.1517333984375,,,720.0,0.0,0.0,0.0,,0.0
AUTOLab+84bd5053+2023-07-21-15h-34m-49s,,,,,,,,"{'AUTOLab+84bd5053+2023-07-14-16h-53m-21s': {'relative_path': 'AUTOLab/failure/2023-07-14/Fri_Jul_14_16:53:21_2023', '24400334': [0.3031079935887764, -0.45131159576841506, 0.31521804528985303, -1.8887856213791974, 0.12518282678204606, -0.19364109226439705], '24400334_metric_type': 'IoU', '24400334_quality_metric': 0.9192525459915983, '24400334_source': 'GT', '22008760': [0.1714098715838892, 0.5982652612597145, 0.40173349681283393, -2.0509688057908795, -0.12451729976002945, -2.62226810536489], '22008760_metric_type': 'num_matches', '22008760_quality_metric': 52394.0, '22008760_source': 'Pred'}}",,524.4042358398438,,,1280.0,720.0,0.0,0.0,0.0,0.0,
,AUTOLab/failure/2023-07-07/Fri_Jul__7_16:27:21_2023,failure,,960.0,,,,,531.857666015625,732.2020874023438,,370.27783203125,,720.0,0.0,0.0,,0.0,
,AUTOLab/failure/2023-07-08/Sat_Jul__8_10:23:42_2023,failure,,,,18026681,"['22008760', '24400334', '18026681']",,732.2020874023438,,636.1517333984375,,,720.0,0.0,,0.0,,0.0
AUTOLab+84bd5053+2023-07-21-12h-58m-33s,,,,960.0,,,,,524.3864135742188,524.2562255859375,,365.7880554199219,1280.0,,0.0,,0.0,0.0,0.0
,AUTOLab/failure/2023-07-13/Thu_Jul_13_11:33:14_2023,,,,"['24400334', '22008760']",,"['22008760', '24400334', '18026681']",,531.8028564453125,524.4172973632812,636.1514282226562,344.00872802734375,,,0.0,0.0,0.0,,0.0
,,,,,,18026681,,,524.2833251953125,531.8394775390625,639.775634765625,344.00830078125,1280.0,720.0,,,0.0,0.0,0.0
,,,,,,,,,,732.2020874023438,,365.7880554199219,1280.0,720.0,0.0,0.0,0.0,,0.0
